year,sex,profession,income
19,M,homemaker,54.51
19,F,service provider,3403.29
19,F,farmer,2887.27
19,M,fisher,3171.56
19,M,retired,101.90
19,F,craftsman,3707.45
19,X,craftsman,5289.33
19,F,retired,82.82
19,F,unemployed,24.39
19,F,homemaker,69.49
19,F,homemaker,61.09
19,F,retired,1001.64
19,M,service provider,5708.55
19,F,retired,1406.58
19,F,fisher,1082.73
19,F,craftsman,5410.89
19,F,homemaker,36.79
19,M,craftsman,7258.67
19,M,farmer,3526.26
19,M,farmer,3051.56
19,F,civil servant,3187.59
19,M,homemaker,29.62
19,M,fisher,1106.76
19,F,farmer,2955.26
19,M,farmer,1638.97
19,F,fisher,1220.09
19,M,homemaker,18.95
19,F,farmer,2442.84
19,F,service provider,3744.36
19,F,homemaker,19.47
19,F,homemaker,41.03
19,M,civil servant,3228.11
19,M,civil servant,3381.13
19,F,fisher,2658.19
19,F,civil servant,8992.60
19,F,farmer,2489.34
19,F,retired,774.59
19,F,unemployed,58.32
19,M,craftsman,4839.90
19,M,farmer,1230.99
19,M,craftsman,5517.41
19,M,homemaker,30.40
19,F,homemaker,82.46
19,M,farmer,2198.23
19,M,homemaker,35.29
19,M,fisher,1029.91
19,F,service provider,2237.24
19,M,fisher,998.48
19,F,service provider,2331.64
19,F,service provider,2405.85
19,M,farmer,969.05
19,M,child,0.00
19,F,child,0.00
19,X,child,0.00
19,F,child,0.00
19,M,child,0.00
19,M,child,0.00
19,F,child,0.00
19,M,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,M,child,0.00
19,M,child,0.00
19,M,child,0.00
19,F,child,0.00
19,M,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,M,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,M,child,0.00
19,F,child,0.00
19,M,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,M,child,0.00
19,M,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,M,child,0.00
19,M,child,0.00
19,M,child,0.00
19,M,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,M,child,0.00
19,M,child,0.00
19,F,child,0.00
19,X,child,0.00
19,F,child,0.00
19,M,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,M,child,0.00
19,M,child,0.00
19,X,child,0.00
19,F,child,0.00
19,X,child,0.00
19,M,child,0.00
19,F,child,0.00
19,F,child,0.00
19,M,child,0.00
19,F,child,0.00
19,M,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,M,child,0.00
19,M,child,0.00
19,F,child,0.00
19,M,child,0.00
19,M,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,F,child,0.00
19,M,child,0.00
19,F,child,0.00
19,F,child,0.00
19,M,child,0.00
19,M,child,0.00
19,M,child,0.00
19,M,child,0.00
19,F,child,0.00
19,M,child,0.00
19,F,child,0.00
19,F,child,0.00
20,F,civil servant,8480.33
20,M,farmer,1030.61
20,M,unemployed,17.08
20,M,farmer,3064.35
20,F,farmer,1083.74
20,F,civil servant,8407.89
20,F,service provider,3607.21
20,M,homemaker,26.06
20,M,civil servant,2889.61
20,M,fisher,2568.94
20,M,civil servant,4198.03
20,F,fisher,2239.49
20,M,farmer,2323.98
20,F,retired,1579.55
20,M,civil servant,4987.94
20,F,farmer,1331.84
20,F,fisher,1136.79
20,M,civil servant,7548.60
20,F,craftsman,4386.11
20,M,craftsman,7069.69
20,M,retired,74.49
20,F,service provider,8793.23
20,M,retired,1999.78
20,M,service provider,4144.80
20,F,fisher,1153.95
20,F,homemaker,54.55
20,F,fisher,1549.80
20,F,civil servant,9265.88
20,F,farmer,2948.82
20,X,service provider,4458.08
20,M,retired,1006.58
20,F,retired,72.40
20,F,craftsman,3063.68
20,F,craftsman,6758.99
20,F,retired,782.39
20,F,unemployed,63.66
20,F,retired,1724.45
20,M,homemaker,66.47
20,M,fisher,1099.00
20,M,craftsman,4498.19
20,M,craftsman,7715.41
20,M,farmer,2400.50
20,F,retired,789.20
20,M,service provider,3004.87
20,M,craftsman,7651.47
20,M,farmer,3281.10
20,M,farmer,1371.85
20,F,retired,75.99
20,F,homemaker,44.60
20,M,homemaker,65.36
20,M,retired,927.70
20,M,civil servant,5603.30
20,X,homemaker,19.74
20,F,farmer,2419.03
20,F,farmer,2742.42
20,F,fisher,2425.18
20,M,homemaker,71.76
20,M,craftsman,5349.84
20,M,retired,2158.01
20,F,homemaker,21.84
20,F,retired,2108.77
20,F,fisher,2012.93
20,F,farmer,2929.99
20,M,homemaker,26.47
20,M,fisher,2744.04
20,F,service provider,5106.86
20,F,farmer,1252.46
20,M,retired,1292.05
20,M,homemaker,22.17
20,X,civil servant,6555.33
20,F,fisher,3539.08
20,M,farmer,2352.32
20,M,farmer,1129.04
20,M,retired,93.50
20,F,fisher,1696.77
20,F,homemaker,33.41
20,M,retired,80.14
20,M,service provider,5574.65
20,X,retired,64.65
20,F,civil servant,4732.29
20,X,homemaker,89.73
20,M,unemployed,72.51
20,F,retired,454.86
20,F,civil servant,6779.51
20,F,retired,1488.78
20,M,civil servant,8914.20
20,F,craftsman,6659.02
20,M,homemaker,27.06
20,M,retired,80.62
20,M,farmer,1328.96
20,F,homemaker,27.04
20,F,civil servant,9431.86
20,M,fisher,2077.16
20,F,unemployed,41.13
20,M,craftsman,5627.34
20,F,fisher,2686.23
20,F,fisher,2767.02
20,M,retired,819.05
20,F,farmer,2219.61
20,F,retired,844.35
20,M,craftsman,3938.92
20,F,craftsman,3812.87
20,F,homemaker,66.74
20,F,civil servant,4246.49
20,F,farmer,1341.44
20,M,farmer,2979.99
20,M,service provider,4127.34
20,F,farmer,1724.36
20,F,farmer,2717.81
20,M,homemaker,33.46
20,F,fisher,2004.91
20,F,farmer,1316.72
20,M,craftsman,3123.22
20,F,farmer,1793.67
20,M,homemaker,46.00
20,F,homemaker,89.64
20,F,civil servant,7559.53
20,M,craftsman,4137.63
20,F,fisher,3303.90
20,M,retired,868.04
20,F,unemployed,62.85
20,M,service provider,7277.54
20,F,unemployed,39.20
20,M,fisher,2999.13
20,M,civil servant,6638.30
20,X,farmer,1657.49
20,F,fisher,1271.71
20,F,civil servant,7230.32
20,M,service provider,6211.71
20,M,service provider,3008.56
20,F,homemaker,49.20
20,M,craftsman,2434.92
20,M,fisher,1587.73
20,M,fisher,3145.72
20,F,fisher,2203.30
20,F,fisher,1430.20
20,F,retired,1971.02
20,M,civil servant,8610.19
20,F,homemaker,27.08
20,M,craftsman,5923.51
20,M,civil servant,6392.22
20,F,craftsman,5433.38
20,F,unemployed,7.54
20,F,craftsman,6607.71
20,M,homemaker,44.98
20,M,retired,2008.36
20,M,homemaker,34.76
20,M,farmer,1714.68
20,F,fisher,3809.79
20,F,fisher,1633.13
20,X,homemaker,47.70
20,M,homemaker,74.74
20,M,craftsman,2137.71
20,M,fisher,2717.50
20,F,craftsman,6321.97
20,M,craftsman,3874.55
20,M,craftsman,3732.80
20,M,retired,899.37
20,M,retired,2184.47
20,M,farmer,2620.14
20,M,homemaker,59.10
20,M,retired,81.03
20,F,unemployed,45.89
20,F,farmer,3355.00
20,X,service provider,6364.97
20,F,farmer,2908.08
20,X,craftsman,7391.69
20,M,farmer,1191.93
20,F,civil servant,3826.73
20,M,fisher,2088.30
20,M,retired,974.58
20,M,farmer,3135.66
20,M,civil servant,5000.62
20,X,craftsman,2888.62
20,M,fisher,3961.97
20,F,retired,62.44
20,M,farmer,2757.22
20,F,service provider,7153.53
20,X,civil servant,3173.84
20,F,service provider,2741.19
20,F,farmer,2512.54
20,M,homemaker,9.09
20,M,homemaker,15.01
20,X,farmer,1294.53
20,F,craftsman,6159.86
20,F,unemployed,55.45
20,F,farmer,1934.93
20,M,civil servant,2893.76
20,X,retired,1877.87
20,M,unemployed,25.96
20,M,farmer,3517.32
20,F,homemaker,45.46
20,M,fisher,3244.69
20,M,craftsman,7164.48
20,F,homemaker,27.81
20,M,service provider,3160.94
20,F,civil servant,5906.94
20,F,craftsman,4559.80
20,M,service provider,8974.60
20,F,craftsman,4573.66
20,F,retired,61.01
20,M,homemaker,6.35
20,M,craftsman,6245.11
20,F,service provider,6623.83
20,M,farmer,2072.90
20,M,service provider,5758.37
20,M,service provider,6115.71
20,M,homemaker,30.32
20,X,unemployed,52.15
20,M,civil servant,7490.23
20,M,farmer,2444.22
20,M,civil servant,4013.70
20,F,unemployed,12.91
20,F,retired,836.04
20,F,homemaker,49.43
20,M,retired,820.67
20,M,craftsman,3414.07
20,F,unemployed,35.32
20,F,farmer,2458.09
20,X,retired,2062.64
20,F,service provider,3619.26
20,F,fisher,3648.52
20,M,homemaker,22.09
20,F,service provider,3762.04
20,F,farmer,3082.62
20,M,farmer,2856.62
20,M,homemaker,69.87
20,M,civil servant,6983.39
20,F,craftsman,2728.21
20,F,retired,1602.03
20,M,farmer,2735.52
20,F,retired,1986.60
20,M,fisher,3187.05
20,F,homemaker,5.46
20,F,retired,91.71
20,M,craftsman,3707.76
20,M,fisher,3096.58
20,M,farmer,2195.95
20,F,service provider,7638.99
20,F,farmer,1841.10
20,F,retired,84.50
20,M,craftsman,5198.36
20,M,unemployed,31.77
20,F,homemaker,7.47
20,F,homemaker,8.22
20,F,civil servant,8139.27
20,M,craftsman,5864.97
20,M,farmer,1423.41
20,M,unemployed,35.78
20,F,homemaker,12.20
20,F,homemaker,35.47
20,F,service provider,7857.72
20,F,homemaker,22.75
20,M,service provider,5213.02
20,M,craftsman,3219.68
20,M,retired,901.32
20,F,civil servant,7796.12
20,F,farmer,1726.16
20,F,craftsman,2366.99
20,F,retired,828.89
20,X,fisher,2470.46
20,F,unemployed,55.31
20,F,farmer,2821.99
20,M,fisher,1168.37
20,F,fisher,3156.80
20,F,civil servant,8301.07
20,M,fisher,2485.94
20,F,homemaker,34.30
20,M,homemaker,22.61
20,F,retired,1046.72
20,F,fisher,2620.95
20,M,farmer,3575.01
20,F,civil servant,3536.27
20,M,farmer,2542.45
20,F,service provider,5481.02
20,M,retired,837.82
20,M,farmer,3299.18
20,X,homemaker,14.49
20,M,homemaker,9.42
20,F,retired,2131.94
20,F,farmer,1166.72
20,F,craftsman,2499.55
20,M,farmer,3349.45
20,X,retired,1012.08
20,M,fisher,2465.74
20,M,craftsman,2585.86
20,M,farmer,3280.75
20,M,craftsman,5391.07
20,F,retired,64.51
20,M,fisher,1168.45
20,M,craftsman,3999.89
20,F,homemaker,14.91
20,M,homemaker,56.59
20,F,craftsman,6131.63
20,F,fisher,3332.20
20,F,retired,1802.37
20,F,fisher,1605.36
20,F,craftsman,2550.19
20,M,fisher,3096.53
20,F,fisher,2008.99
20,M,craftsman,2900.23
20,F,fisher,2438.16
20,F,unemployed,14.04
20,M,service provider,4301.43
20,M,civil servant,2590.93
20,M,fisher,3774.53
20,M,homemaker,49.78
20,M,homemaker,22.85
20,F,farmer,2104.97
20,F,craftsman,6777.45
20,F,farmer,3358.49
20,F,craftsman,5075.75
20,M,homemaker,14.80
20,M,civil servant,4044.49
20,M,service provider,5805.02
20,M,service provider,6500.68
20,F,homemaker,21.72
20,F,civil servant,7728.11
20,M,fisher,3466.09
20,M,service provider,5219.48
20,F,civil servant,9108.10
20,F,fisher,2020.82
20,M,service provider,7631.18
20,M,civil servant,9601.38
20,F,retired,960.49
20,F,craftsman,2283.49
20,M,craftsman,6439.91
20,F,homemaker,29.61
20,F,homemaker,6.93
20,M,service provider,8048.92
20,M,unemployed,12.80
20,M,craftsman,6995.18
20,M,unemployed,50.91
20,F,homemaker,63.02
20,M,retired,1622.19
20,M,farmer,3557.73
20,M,craftsman,7117.07
20,F,unemployed,55.19
20,M,fisher,2222.70
20,F,service provider,6332.49
20,M,service provider,8363.74
20,F,civil servant,3221.39
20,M,farmer,1826.65
20,M,retired,74.31
20,M,homemaker,43.72
20,F,service provider,3568.74
20,F,farmer,2866.18
20,M,fisher,3246.44
20,M,retired,92.11
20,F,craftsman,3992.88
20,X,craftsman,5478.40
20,F,retired,72.48
20,F,unemployed,11.92
20,F,homemaker,67.90
20,F,homemaker,58.98
20,F,retired,1031.95
20,M,service provider,5580.19
20,F,retired,1507.89
20,F,fisher,1051.03
20,F,craftsman,5319.95
20,F,homemaker,23.49
20,M,craftsman,6863.86
20,M,farmer,3353.80
20,M,farmer,3036.12
20,F,civil servant,3270.01
20,M,homemaker,21.38
20,M,fisher,1156.58
20,F,farmer,2973.54
20,M,farmer,1677.46
20,F,fisher,1323.46
20,M,homemaker,7.85
20,F,farmer,2543.82
20,F,service provider,3900.79
20,F,homemaker,7.74
20,F,homemaker,29.32
20,M,civil servant,3467.19
20,M,civil servant,3462.32
20,F,fisher,2790.94
20,F,civil servant,9111.46
20,F,farmer,2579.28
20,F,retired,832.03
20,F,unemployed,52.12
20,M,craftsman,4868.29
20,M,farmer,1271.74
20,M,craftsman,5896.22
20,M,homemaker,18.31
20,F,homemaker,86.66
20,M,farmer,2346.33
20,M,homemaker,22.69
20,M,fisher,1030.51
20,F,service provider,2492.10
20,M,fisher,1076.42
20,F,service provider,2404.57
20,F,service provider,2514.06
20,M,farmer,969.02
20,M,farmer,945.74
20,F,craftsman,1953.56
20,X,unemployed,86.25
20,F,farmer,973.92
20,M,child,0.00
20,M,child,0.00
20,F,child,0.00
20,M,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,M,child,0.00
20,M,child,0.00
20,M,child,0.00
20,F,child,0.00
20,M,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,M,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,M,child,0.00
20,F,child,0.00
20,M,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,M,child,0.00
20,M,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,M,child,0.00
20,M,child,0.00
20,M,child,0.00
20,M,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,M,child,0.00
20,M,child,0.00
20,F,child,0.00
20,X,child,0.00
20,F,child,0.00
20,M,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,M,child,0.00
20,M,child,0.00
20,X,child,0.00
20,F,child,0.00
20,X,child,0.00
20,M,child,0.00
20,F,child,0.00
20,F,child,0.00
20,M,child,0.00
20,F,child,0.00
20,M,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,M,child,0.00
20,M,child,0.00
20,F,child,0.00
20,M,child,0.00
20,M,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,M,child,0.00
20,F,child,0.00
20,F,child,0.00
20,M,child,0.00
20,M,child,0.00
20,M,child,0.00
20,M,child,0.00
20,F,child,0.00
20,M,child,0.00
20,F,child,0.00
20,F,child,0.00
20,M,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,M,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
20,F,child,0.00
21,F,civil servant,8424.39
21,M,farmer,1147.95
21,M,unemployed,3.89
21,M,farmer,3137.14
21,F,farmer,1163.60
21,F,civil servant,8862.23
21,F,service provider,3700.84
21,M,homemaker,11.06
21,M,civil servant,3163.03
21,M,fisher,3276.40
21,M,civil servant,4486.00
21,F,fisher,2941.28
21,M,farmer,2453.91
21,F,retired,1646.64
21,M,civil servant,5056.05
21,F,farmer,1331.21
21,F,fisher,1437.47
21,M,civil servant,7959.64
21,F,craftsman,4111.57
21,M,craftsman,7615.00
21,F,service provider,9378.90
21,M,retired,2034.62
21,M,service provider,4207.68
21,F,fisher,1557.25
21,F,homemaker,52.18
21,F,fisher,1923.23
21,F,civil servant,9238.12
21,F,farmer,2945.26
21,X,service provider,4588.99
21,M,retired,1020.68
21,F,retired,57.03
21,F,craftsman,3325.78
21,F,craftsman,6908.04
21,F,retired,815.81
21,F,unemployed,59.54
21,F,retired,1775.50
21,M,homemaker,59.30
21,M,fisher,1526.21
21,M,craftsman,4544.09
21,M,retired,1833.05
21,M,farmer,2340.03
21,F,retired,749.89
21,M,service provider,3274.34
21,M,retired,1769.22
21,M,farmer,3281.77
21,M,farmer,1358.37
21,F,retired,61.30
21,F,homemaker,30.58
21,M,homemaker,62.08
21,M,retired,979.35
21,M,civil servant,6091.49
21,X,homemaker,6.53
21,F,farmer,2371.59
21,F,farmer,2944.51
21,F,fisher,3072.42
21,M,homemaker,66.65
21,M,craftsman,5683.23
21,M,retired,2207.92
21,F,homemaker,8.45
21,F,retired,2179.76
21,F,fisher,2611.84
21,F,farmer,2890.81
21,M,homemaker,13.36
21,M,fisher,3449.95
21,F,service provider,5307.58
21,F,farmer,1256.42
21,M,retired,1331.70
21,M,homemaker,11.18
21,X,civil servant,7113.96
21,F,fisher,4201.51
21,M,farmer,2467.21
21,M,farmer,1112.40
21,F,fisher,2221.23
21,F,homemaker,26.14
21,M,retired,68.28
21,M,service provider,5673.68
21,X,retired,46.64
21,F,civil servant,4937.91
21,X,farmer,998.81
21,M,unemployed,70.15
21,F,retired,455.95
21,F,civil servant,7262.87
21,F,retired,1539.97
21,M,retired,2273.14
21,F,craftsman,7194.57
21,M,homemaker,13.45
21,M,retired,67.41
21,M,farmer,1386.76
21,F,homemaker,19.77
21,F,retired,2144.29
21,M,fisher,2750.32
21,F,unemployed,26.04
21,M,craftsman,5919.79
21,F,fisher,3488.80
21,F,fisher,3353.34
21,M,retired,807.19
21,F,farmer,2255.32
21,F,retired,865.21
21,M,craftsman,4094.34
21,F,craftsman,3806.00
21,F,homemaker,61.84
21,F,civil servant,4310.90
21,F,farmer,1405.34
21,M,farmer,2901.72
21,M,service provider,4442.20
21,F,farmer,1796.34
21,F,farmer,2827.71
21,M,homemaker,19.24
21,F,fisher,2723.00
21,F,farmer,1424.70
21,M,craftsman,3127.23
21,F,farmer,1792.29
21,M,homemaker,38.54
21,F,homemaker,85.15
21,F,civil servant,8077.68
21,M,craftsman,3945.22
21,F,fisher,4081.94
21,M,retired,842.33
21,F,unemployed,54.24
21,M,service provider,7507.91
21,F,unemployed,24.98
21,M,fisher,3716.57
21,M,civil servant,6467.14
21,X,farmer,1650.12
21,F,fisher,1649.57
21,F,civil servant,7573.88
21,M,service provider,6588.32
21,M,service provider,3273.20
21,F,homemaker,32.64
21,M,craftsman,2589.18
21,M,fisher,2142.03
21,M,fisher,4023.55
21,F,fisher,2774.55
21,F,fisher,1911.89
21,F,retired,1947.70
21,M,civil servant,8644.32
21,F,homemaker,20.09
21,M,craftsman,5833.32
21,M,civil servant,6945.54
21,F,craftsman,5514.95
21,F,unemployed,-3.46
21,F,craftsman,6638.99
21,M,homemaker,31.46
21,M,retired,1945.71
21,M,homemaker,26.58
21,M,farmer,1727.29
21,F,fisher,4762.92
21,F,fisher,2162.27
21,X,homemaker,38.81
21,M,homemaker,71.13
21,M,craftsman,2109.04
21,M,fisher,3608.57
21,F,craftsman,6708.43
21,M,craftsman,4035.46
21,M,craftsman,3660.88
21,M,retired,892.51
21,M,retired,2154.45
21,M,farmer,2629.30
21,M,retired,45.02
21,F,unemployed,30.48
21,F,farmer,3427.61
21,X,service provider,6740.58
21,F,farmer,3139.11
21,X,craftsman,7286.17
21,M,farmer,1220.37
21,F,civil servant,3983.51
21,M,fisher,2706.37
21,M,retired,1012.69
21,M,farmer,3036.04
21,M,civil servant,5357.61
21,X,craftsman,3020.73
21,M,retired,1021.89
21,F,retired,47.01
21,M,farmer,2711.55
21,F,service provider,7306.12
21,X,civil servant,3225.19
21,F,service provider,3085.00
21,F,farmer,2593.20
21,M,fisher,2324.90
21,M,homemaker,4.11
21,X,farmer,1346.33
21,F,craftsman,6881.11
21,F,unemployed,38.38
21,F,farmer,1975.58
21,M,civil servant,2854.24
21,X,retired,1953.15
21,M,unemployed,11.46
21,M,farmer,3615.94
21,F,homemaker,38.37
21,M,fisher,4464.68
21,M,craftsman,7299.92
21,F,homemaker,12.53
21,M,service provider,3219.95
21,F,civil servant,6017.86
21,F,craftsman,4335.26
21,M,service provider,8861.25
21,F,craftsman,4574.95
21,F,retired,48.12
21,M,homemaker,-4.52
21,M,craftsman,6201.03
21,F,service provider,6789.74
21,M,farmer,2049.34
21,M,service provider,5694.18
21,M,service provider,6700.22
21,M,homemaker,16.72
21,X,unemployed,40.25
21,M,civil servant,8233.25
21,M,farmer,2578.67
21,M,civil servant,4498.21
21,F,unemployed,1.05
21,F,retired,824.68
21,F,homemaker,32.77
21,M,retired,810.63
21,M,craftsman,3482.85
21,F,unemployed,21.65
21,F,farmer,2506.81
21,X,retired,2153.75
21,F,service provider,3752.81
21,F,fisher,4573.80
21,M,homemaker,12.15
21,F,service provider,4109.24
21,F,farmer,3122.78
21,M,farmer,2899.10
21,M,homemaker,66.02
21,M,civil servant,6785.39
21,F,craftsman,2908.24
21,F,retired,1599.16
21,M,farmer,2798.06
21,F,retired,2070.04
21,M,fisher,3818.12
21,F,homemaker,-5.12
21,F,retired,73.18
21,M,craftsman,3796.14
21,M,fisher,3878.30
21,M,farmer,2235.40
21,F,service provider,7263.85
21,F,farmer,1963.61
21,F,retired,62.65
21,M,craftsman,5424.87
21,M,unemployed,17.86
21,F,homemaker,-3.87
21,F,homemaker,-2.91
21,F,civil servant,8772.00
21,M,craftsman,5691.31
21,M,farmer,1525.47
21,M,unemployed,21.42
21,F,homemaker,-0.02
21,F,homemaker,20.99
21,F,service provider,7532.45
21,F,homemaker,9.61
21,M,service provider,5787.55
21,M,craftsman,3303.61
21,M,retired,912.51
21,F,civil servant,8439.10
21,F,farmer,1841.26
21,F,craftsman,2302.49
21,F,retired,895.88
21,X,fisher,3372.36
21,F,unemployed,39.57
21,F,farmer,2951.36
21,M,fisher,1634.48
21,F,fisher,3896.51
21,F,civil servant,8039.77
21,M,fisher,3120.40
21,F,homemaker,18.85
21,M,civil servant,5497.68
21,F,retired,1095.66
21,F,fisher,3150.40
21,M,farmer,3394.33
21,F,civil servant,3822.59
21,M,farmer,2795.66
21,F,service provider,6106.60
21,M,retired,909.68
21,M,farmer,3431.50
21,X,homemaker,2.12
21,M,homemaker,-2.16
21,F,retired,2239.94
21,F,farmer,1155.86
21,F,craftsman,2601.11
21,M,farmer,3545.36
21,X,retired,989.60
21,M,fisher,3309.19
21,M,craftsman,2859.42
21,M,farmer,3331.51
21,M,craftsman,5508.30
21,F,retired,45.43
21,M,fisher,1536.89
21,M,craftsman,4130.23
21,F,homemaker,1.94
21,M,homemaker,50.45
21,F,craftsman,6141.76
21,F,fisher,4215.90
21,F,retired,1871.78
21,F,fisher,2123.29
21,F,craftsman,2725.64
21,M,fisher,3801.77
21,F,fisher,2581.07
21,M,craftsman,3118.91
21,F,fisher,3150.44
21,F,unemployed,3.68
21,M,service provider,4825.99
21,M,civil servant,2633.57
21,M,retired,1075.17
21,M,homemaker,43.25
21,M,homemaker,8.31
21,F,farmer,2250.72
21,F,craftsman,6462.28
21,F,farmer,3282.37
21,F,craftsman,5449.25
21,M,homemaker,3.92
21,M,civil servant,4328.30
21,M,service provider,6279.21
21,M,service provider,6294.66
21,F,homemaker,11.71
21,F,civil servant,7910.65
21,M,fisher,4104.21
21,M,service provider,5550.93
21,F,civil servant,8810.44
21,F,fisher,2706.63
21,M,service provider,8311.75
21,M,retired,2150.20
21,F,retired,985.13
21,F,craftsman,2390.49
21,M,craftsman,6914.23
21,F,civil servant,6148.35
21,F,homemaker,-4.33
21,M,service provider,8416.69
21,M,unemployed,0.19
21,M,craftsman,7434.42
21,M,unemployed,33.28
21,F,retired,46.38
21,M,retired,1669.08
21,M,farmer,3374.80
21,M,craftsman,7093.07
21,F,unemployed,37.01
21,M,fisher,2760.77
21,F,service provider,6622.44
21,M,service provider,7886.52
21,F,civil servant,3227.99
21,M,farmer,1835.94
21,M,retired,56.75
21,M,homemaker,36.49
21,F,service provider,3641.65
21,F,farmer,3028.32
21,M,fisher,3997.23
21,F,craftsman,3771.87
21,X,craftsman,5890.69
21,F,retired,55.16
21,F,unemployed,-0.04
21,F,homemaker,62.89
21,F,homemaker,48.13
21,F,retired,986.05
21,M,service provider,5902.76
21,F,retired,1523.40
21,F,fisher,1485.25
21,F,craftsman,5292.49
21,F,homemaker,9.48
21,M,craftsman,7462.13
21,M,farmer,3392.05
21,M,farmer,3191.45
21,F,civil servant,3680.96
21,M,homemaker,11.85
21,M,fisher,1476.44
21,F,farmer,3119.53
21,M,farmer,1768.92
21,F,fisher,1745.36
21,M,homemaker,-3.27
21,F,farmer,2432.30
21,F,service provider,4076.16
21,F,homemaker,-3.67
21,F,homemaker,15.65
21,M,civil servant,3420.76
21,M,civil servant,3603.81
21,F,fisher,3605.60
21,F,civil servant,8989.68
21,F,farmer,2647.42
21,F,retired,853.93
21,F,unemployed,43.20
21,M,craftsman,4906.24
21,M,farmer,1399.22
21,M,craftsman,5576.26
21,M,homemaker,5.31
21,F,homemaker,78.52
21,M,farmer,2326.11
21,M,homemaker,8.26
21,M,fisher,1444.10
21,F,service provider,2557.93
21,M,fisher,1371.68
21,F,service provider,2638.49
21,F,service provider,2564.73
21,M,farmer,1013.85
21,M,farmer,965.97
21,F,craftsman,1951.00
21,X,unemployed,88.12
21,F,farmer,1001.34
21,M,farmer,907.32
21,M,fisher,1221.52
21,F,homemaker,91.07
21,M,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,M,child,0.00
21,M,child,0.00
21,M,child,0.00
21,F,child,0.00
21,M,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,M,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,M,child,0.00
21,F,child,0.00
21,M,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,M,child,0.00
21,M,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,M,child,0.00
21,M,child,0.00
21,M,child,0.00
21,M,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,M,child,0.00
21,M,child,0.00
21,F,child,0.00
21,X,child,0.00
21,F,child,0.00
21,M,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,M,child,0.00
21,M,child,0.00
21,X,child,0.00
21,F,child,0.00
21,X,child,0.00
21,M,child,0.00
21,F,child,0.00
21,F,child,0.00
21,M,child,0.00
21,F,child,0.00
21,M,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,M,child,0.00
21,M,child,0.00
21,F,child,0.00
21,M,child,0.00
21,M,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,M,child,0.00
21,F,child,0.00
21,F,child,0.00
21,M,child,0.00
21,M,child,0.00
21,M,child,0.00
21,M,child,0.00
21,F,child,0.00
21,M,child,0.00
21,F,child,0.00
21,F,child,0.00
21,M,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,M,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
21,F,child,0.00
