year,sex,profession,income,age
31,M,retired,1322.17,75
31,M,homemaker,-76.11,41
31,M,homemaker,-198.43,59
31,F,farmer,3021.73,53
31,F,craftsman,9419.17,69
31,F,retired,1071.35,72
31,F,craftsman,7208.84,58
31,M,homemaker,-162.99,47
31,M,civil servant,6077.32,43
31,M,service provider,8181.34,56
31,M,service provider,9032.48,62
31,F,farmer,2103.69,46
31,F,civil servant,10849.60,68
31,M,service provider,7567.20,50
31,F,retired,3092.01,73
31,F,fisher,2967.52,48
31,M,service provider,10647.57,67
31,M,retired,3015.01,75
31,F,craftsman,3653.72,34
31,F,civil servant,7863.89,63
31,F,homemaker,-170.55,49
31,M,unemployed,-184.03,53
31,M,retired,2262.22,72
31,M,retired,2814.57,71
31,F,retired,-209.12,73
31,M,fisher,3016.37,51
31,F,service provider,8943.54,59
31,M,service provider,10854.87,68
31,F,civil servant,5109.86,36
31,M,farmer,2514.15,50
31,M,homemaker,-84.45,42
31,F,service provider,5425.68,39
31,F,farmer,3875.53,66
31,M,fisher,4226.29,65
31,F,craftsman,5735.02,47
31,X,craftsman,7987.31,62
31,F,unemployed,-192.50,53
31,F,service provider,4766.10,38
31,F,homemaker,-64.18,40
31,M,service provider,7830.90,54
31,F,fisher,1775.27,31
31,F,craftsman,7067.96,65
31,F,homemaker,-188.78,60
31,M,retired,2289.31,74
31,M,farmer,4158.15,68
31,F,civil servant,4893.19,38
31,M,homemaker,-147.34,46
31,M,fisher,1799.07,32
31,F,farmer,4133.46,67
31,M,farmer,2420.23,45
31,F,fisher,1907.15,35
31,M,homemaker,-188.16,50
31,F,farmer,3208.85,57
31,F,service provider,5526.96,40
31,F,homemaker,-176.15,50
31,F,homemaker,-191.79,63
31,M,civil servant,5297.13,37
31,M,civil servant,5284.04,39
31,F,fisher,3969.63,60
31,F,farmer,3578.77,58
31,F,unemployed,-74.86,41
31,M,craftsman,7197.23,57
31,M,farmer,2077.75,37
31,M,craftsman,7851.91,62
31,M,homemaker,-202.50,57
31,F,homemaker,15.06,33
31,M,farmer,3306.97,55
31,M,homemaker,-202.46,59
31,M,fisher,1607.34,30
31,F,service provider,4055.88,30
31,M,fisher,1693.16,30
31,F,service provider,3987.02,30
31,F,service provider,3886.87,30
31,M,farmer,1522.01,30
31,M,farmer,1611.52,29
31,F,craftsman,3044.25,29
31,X,unemployed,49.39,29
31,F,farmer,1589.78,29
31,M,farmer,1548.30,28
31,M,fisher,1509.09,28
31,F,homemaker,53.53,28
31,M,homemaker,60.84,27
31,F,service provider,3463.15,27
31,F,civil servant,3596.00,27
31,F,homemaker,66.36,26
31,M,fisher,1387.58,26
31,M,civil servant,3510.43,26
31,M,civil servant,3175.64,25
31,F,homemaker,71.23,25
31,M,craftsman,2584.77,25
31,F,unemployed,73.72,24
31,F,craftsman,2646.58,24
31,F,fisher,1355.29,24
31,M,homemaker,73.87,24
31,F,homemaker,79.91,23
31,F,homemaker,84.13,23
31,F,craftsman,2388.74,23
31,F,fisher,1282.44,22
31,M,farmer,1223.50,22
31,F,unemployed,82.92,22
31,M,homemaker,87.54,22
31,F,unemployed,84.28,22
31,F,craftsman,2380.66,21
31,F,fisher,1221.31,21
31,M,farmer,1170.28,21
31,M,craftsman,2301.81,21
31,F,farmer,1141.27,21
31,F,civil servant,2784.68,20
31,F,unemployed,88.03,20
31,M,farmer,1087.69,20
31,M,fisher,1150.35,20
31,M,craftsman,2097.00,20
31,M,farmer,1063.99,19
31,F,civil servant,2541.66,19
31,F,homemaker,95.47,19
31,F,fisher,1116.40,19
31,M,service provider,2581.72,19
31,M,unemployed,89.43,19
31,F,service provider,2357.48,18
31,X,fisher,1096.46,18
31,F,craftsman,1942.40,18
31,M,service provider,2546.15,18
31,F,civil servant,2399.84,18
31,F,service provider,2439.23,18
31,F,child,0.00,17
31,F,child,0.00,17
31,F,child,0.00,17
31,M,child,0.00,17
31,M,child,0.00,17
31,X,child,0.00,17
31,F,child,0.00,17
31,X,child,0.00,17
31,M,child,0.00,16
31,F,child,0.00,16
31,F,child,0.00,16
31,M,child,0.00,16
31,F,child,0.00,16
31,M,child,0.00,16
31,F,child,0.00,16
31,F,child,0.00,15
31,F,child,0.00,15
31,F,child,0.00,15
31,F,child,0.00,15
31,F,child,0.00,15
31,F,child,0.00,15
31,M,child,0.00,15
31,M,child,0.00,15
31,F,child,0.00,14
31,M,child,0.00,14
31,M,child,0.00,14
31,F,child,0.00,14
31,F,child,0.00,14
31,F,child,0.00,14
31,F,child,0.00,14
31,F,child,0.00,13
31,F,child,0.00,13
31,F,child,0.00,13
31,F,child,0.00,13
31,M,child,0.00,13
31,F,child,0.00,13
31,F,child,0.00,13
31,M,child,0.00,12
31,M,child,0.00,12
31,M,child,0.00,12
31,M,child,0.00,12
31,F,child,0.00,12
31,M,child,0.00,12
31,F,child,0.00,12
31,F,child,0.00,12
31,M,child,0.00,11
31,F,child,0.00,11
31,F,child,0.00,11
31,F,child,0.00,11
31,M,child,0.00,11
31,F,child,0.00,11
31,F,child,0.00,11
31,F,child,0.00,11
31,F,child,0.00,11
31,F,child,0.00,10
31,F,child,0.00,10
31,F,child,0.00,10
31,M,child,0.00,10
31,F,child,0.00,10
31,M,child,0.00,10
31,M,child,0.00,10
31,M,child,0.00,10
31,M,child,0.00,9
31,M,child,0.00,9
31,M,child,0.00,9
31,M,child,0.00,9
31,M,child,0.00,9
31,M,child,0.00,9
31,M,child,0.00,9
31,M,child,0.00,9
31,M,child,0.00,9
31,M,child,0.00,8
31,M,child,0.00,8
31,F,child,0.00,8
31,F,child,0.00,8
31,M,child,0.00,8
31,F,child,0.00,8
31,F,child,0.00,8
31,M,child,0.00,8
31,X,child,0.00,7
31,M,child,0.00,7
31,F,child,0.00,7
31,M,child,0.00,7
31,F,child,0.00,7
31,F,child,0.00,7
31,F,child,0.00,7
31,F,child,0.00,7
31,F,child,0.00,6
31,X,child,0.00,6
31,F,child,0.00,6
31,F,child,0.00,6
31,M,child,0.00,6
31,F,child,0.00,6
31,M,child,0.00,6
31,F,child,0.00,5
31,F,child,0.00,5
31,M,child,0.00,5
31,M,child,0.00,5
31,M,child,0.00,5
31,F,child,0.00,5
31,M,child,0.00,5
31,F,child,0.00,5
31,F,child,0.00,5
31,F,child,0.00,4
31,M,child,0.00,4
31,X,child,0.00,4
31,M,child,0.00,4
31,F,child,0.00,4
31,M,child,0.00,4
31,F,child,0.00,4
31,M,child,0.00,4
31,M,child,0.00,3
31,F,child,0.00,3
31,M,child,0.00,3
31,M,child,0.00,3
31,F,child,0.00,3
31,F,child,0.00,3
31,F,child,0.00,3
31,M,child,0.00,3
31,F,child,0.00,2
31,M,child,0.00,2
31,F,child,0.00,2
31,F,child,0.00,2
31,F,child,0.00,2
31,M,child,0.00,2
31,F,child,0.00,2
31,M,child,0.00,2
31,M,child,0.00,1
31,M,child,0.00,1
31,M,child,0.00,1
31,M,child,0.00,1
31,M,child,0.00,1
31,M,child,0.00,1
31,F,child,0.00,1
31,M,child,0.00,1
31,F,child,0.00,0
31,F,child,0.00,0
31,F,child,0.00,0
31,F,child,0.00,0
31,F,child,0.00,0
31,M,child,0.00,0
31,X,child,0.00,0
32,M,farmer,1697.30,33
32,M,unemployed,-221.12,57
32,M,farmer,4338.33,68
32,F,farmer,1837.96,33
32,F,service provider,5427.09,40
32,M,homemaker,-231.50,62
32,M,civil servant,4594.79,35
32,M,fisher,3474.75,56
32,M,civil servant,6318.97,45
32,F,fisher,3312.07,53
32,M,farmer,3242.69,56
32,M,civil servant,6870.14,48
32,F,farmer,1929.84,37
32,F,fisher,1896.18,33
32,M,civil servant,10577.53,67
32,F,craftsman,6021.38,54
32,M,retired,2394.81,74
32,M,service provider,6352.54,44
32,F,fisher,1796.52,33
32,F,homemaker,-74.65,41
32,F,fisher,2216.87,40
32,F,farmer,4072.68,68
32,X,service provider,6358.65,46
32,F,craftsman,4623.04,42
32,F,unemployed,-50.94,39
32,M,homemaker,-50.88,39
32,M,fisher,1890.74,33
32,M,craftsman,6285.91,52
32,M,retired,2260.23,76
32,M,farmer,3514.52,57
32,M,service provider,4688.28,36
32,M,retired,1332.47,72
32,M,farmer,1980.17,38
32,M,homemaker,-51.98,39
32,M,civil servant,7850.58,54
32,X,craftsman,5850.52,59
32,F,farmer,3219.84,56
32,F,farmer,4020.95,64
32,F,fisher,3507.25,54
32,M,homemaker,-39.92,38
32,F,homemaker,-229.06,60
32,F,fisher,2915.29,49
32,F,farmer,4101.41,66
32,M,homemaker,-225.35,63
32,M,fisher,4086.43,60
32,F,service provider,7001.18,49
32,F,farmer,2008.91,37
32,M,homemaker,-159.60,47
32,X,civil servant,9450.32,62
32,M,farmer,3148.79,56
32,M,farmer,1716.31,33
32,F,fisher,2543.94,43
32,F,homemaker,-132.73,45
32,M,service provider,8539.03,54
32,F,civil servant,7407.91,49
32,X,farmer,1723.19,32
32,M,unemployed,-28.41,37
32,F,civil servant,10166.50,63
32,F,retired,2340.26,73
32,M,homemaker,-234.40,63
32,M,farmer,2071.01,38
32,F,farmer,2126.30,46
32,M,fisher,3255.47,51
32,F,unemployed,-240.55,69
32,M,craftsman,8148.30,62
32,F,fisher,3835.69,66
32,F,fisher,3698.85,59
32,F,farmer,3108.06,53
32,M,craftsman,6002.84,49
32,F,craftsman,5480.59,48
32,F,homemaker,-50.86,39
32,F,civil servant,6282.01,44
32,F,farmer,2123.69,39
32,M,farmer,4138.24,66
32,M,service provider,6209.88,44
32,F,farmer,2667.37,46
32,F,farmer,3982.86,63
32,M,homemaker,-230.45,66
32,F,fisher,3148.70,50
32,F,farmer,2142.49,38
32,M,craftsman,4502.63,44
32,F,farmer,2634.13,46
32,M,homemaker,-110.66,43
32,F,homemaker,21.74,32
32,F,civil servant,10614.05,66
32,M,craftsman,5740.47,49
32,F,fisher,4485.58,67
32,F,unemployed,-64.08,40
32,M,service provider,10261.41,63
32,F,unemployed,-244.68,69
32,M,fisher,4185.74,62
32,M,civil servant,9560.17,60
32,X,farmer,2302.10,43
32,F,fisher,1921.08,35
32,F,civil servant,10030.68,63
32,M,service provider,8602.46,58
32,M,service provider,4990.19,36
32,F,retired,-234.34,72
32,M,craftsman,3686.20,35
32,M,fisher,2298.63,41
32,M,fisher,4858.42,68
32,F,fisher,3030.58,51
32,F,fisher,2188.19,39
32,F,homemaker,-143.67,46
32,M,craftsman,8176.61,65
32,M,civil servant,9577.61,61
32,F,craftsman,7278.47,60
32,F,unemployed,-202.27,51
32,F,retired,3009.74,72
32,M,retired,-224.96,71
32,M,homemaker,-135.97,45
32,M,farmer,2597.20,45
32,F,fisher,2479.77,42
32,X,homemaker,-110.34,43
32,M,homemaker,-17.55,36
32,M,craftsman,3458.31,32
32,M,fisher,4200.31,61
32,F,retired,2986.10,70
32,M,craftsman,6107.69,50
32,M,craftsman,5720.13,47
32,M,farmer,3578.79,61
32,F,retired,-232.08,72
32,F,retired,1101.68,74
32,X,service provider,9328.11,59
32,F,farmer,4105.85,67
32,M,farmer,1884.88,36
32,F,civil servant,5837.23,42
32,M,fisher,3071.72,51
32,M,farmer,4486.81,68
32,M,civil servant,7825.24,50
32,X,craftsman,4681.72,40
32,M,farmer,4141.78,64
32,F,service provider,9974.97,64
32,X,civil servant,5005.81,37
32,F,service provider,4400.22,34
32,F,farmer,3627.69,60
32,M,fisher,2558.72,52
32,M,homemaker,-177.30,48
32,X,farmer,1930.95,37
32,F,craftsman,9389.02,69
32,F,farmer,2727.37,49
32,M,civil servant,4413.76,34
32,M,unemployed,-235.33,62
32,F,homemaker,-106.17,43
32,M,retired,1669.80,70
32,M,retired,2423.78,73
32,F,homemaker,-228.39,63
32,M,service provider,5194.02,37
32,F,civil servant,8578.05,54
32,F,craftsman,6451.51,53
32,F,craftsman,6290.57,53
32,M,homemaker,-200.21,50
32,M,craftsman,8855.00,67
32,F,service provider,10026.43,61
32,M,farmer,3099.62,52
32,M,service provider,7866.70,53
32,M,service provider,9294.59,58
32,M,homemaker,-240.52,65
32,M,civil servant,11481.63,67
32,M,farmer,3422.90,58
32,M,civil servant,6125.85,44
32,F,unemployed,-214.50,55
32,F,retired,-232.07,72
32,M,craftsman,5402.06,45
32,F,farmer,3652.16,60
32,F,service provider,5406.22,39
32,M,homemaker,-172.60,47
32,F,service provider,5677.46,42
32,F,farmer,4107.74,67
32,M,farmer,4121.72,67
32,M,homemaker,-40.16,38
32,M,civil servant,9717.35,61
32,F,craftsman,4514.71,39
32,M,farmer,3967.79,64
32,M,fisher,4563.41,65
32,F,homemaker,-209.74,49
32,M,craftsman,5719.16,47
32,M,fisher,4375.03,67
32,M,farmer,3256.62,56
32,F,service provider,10789.16,65
32,F,farmer,2833.24,49
32,M,craftsman,7102.99,58
32,M,unemployed,-231.74,65
32,F,homemaker,-200.45,50
32,F,homemaker,-212.36,51
32,F,retired,3915.12,70
32,M,craftsman,7852.61,63
32,M,farmer,2242.50,41
32,M,unemployed,-229.88,67
32,F,homemaker,-217.16,54
32,F,homemaker,-227.69,67
32,F,service provider,11438.70,67
32,F,homemaker,-220.64,61
32,M,service provider,8244.36,52
32,M,craftsman,5256.13,44
32,F,civil servant,11565.13,69
32,F,farmer,2590.53,47
32,F,craftsman,3851.85,34
32,F,retired,1125.12,77
32,X,fisher,3580.56,57
32,F,retired,-229.21,75
32,F,farmer,4028.14,64
32,M,fisher,1828.27,34
32,F,fisher,4326.35,64
32,M,fisher,3450.31,60
32,F,homemaker,-225.36,66
32,M,civil servant,8246.62,61
32,F,fisher,3793.33,58
32,F,civil servant,5200.50,42
32,M,farmer,3788.05,62
32,F,service provider,8391.93,54
32,X,homemaker,-224.47,56
32,M,homemaker,-216.27,52
32,F,farmer,1765.38,34
32,F,craftsman,3796.19,36
32,M,retired,1164.11,73
32,M,fisher,3362.26,60
32,M,craftsman,4386.74,38
32,M,retired,1092.60,73
32,M,craftsman,7427.24,60
32,M,fisher,1999.94,34
32,M,craftsman,5517.12,51
32,F,fisher,2919.83,56
32,M,craftsman,4169.07,41
32,F,craftsman,8875.39,66
32,F,fisher,4836.43,68
32,F,fisher,2555.79,43
32,F,craftsman,4148.55,37
32,F,fisher,2872.06,47
32,M,craftsman,4456.51,41
32,F,fisher,3625.04,61
32,F,unemployed,-173.77,48
32,M,service provider,6657.08,48
32,M,civil servant,4431.26,32
32,M,retired,1382.90,76
32,M,homemaker,-90.23,42
32,M,homemaker,-222.50,60
32,F,farmer,3150.93,54
32,F,retired,2950.45,70
32,F,retired,1105.75,73
32,F,craftsman,7354.32,59
32,M,homemaker,-175.13,48
32,M,civil servant,6532.76,44
32,M,service provider,8940.05,57
32,M,service provider,8698.92,63
32,F,farmer,2303.93,47
32,F,civil servant,11780.10,69
32,M,service provider,7890.70,51
32,F,retired,2902.22,74
32,F,fisher,3129.84,49
32,M,service provider,11349.14,68
32,M,retired,2822.79,76
32,F,craftsman,3639.72,35
32,F,civil servant,8021.04,64
32,F,homemaker,-210.58,50
32,M,unemployed,-204.04,54
32,M,retired,2355.42,73
32,M,retired,3101.00,72
32,M,fisher,3171.13,52
32,F,service provider,9908.97,60
32,M,service provider,11008.62,69
32,F,civil servant,5286.71,37
32,M,farmer,2765.55,51
32,M,homemaker,-106.25,43
32,F,service provider,5645.84,40
32,F,farmer,4404.04,67
32,M,fisher,4343.36,66
32,F,craftsman,5481.82,48
32,X,craftsman,8149.57,63
32,F,unemployed,-205.54,54
32,F,service provider,5149.80,39
32,F,homemaker,-75.89,41
32,M,service provider,8598.88,55
32,F,fisher,1809.49,32
32,F,craftsman,7789.35,66
32,F,homemaker,-234.17,61
32,M,retired,2326.49,75
32,M,farmer,4573.65,69
32,F,civil servant,5229.38,39
32,M,homemaker,-171.76,47
32,M,fisher,1879.10,33
32,F,farmer,4164.57,68
32,M,farmer,2494.06,46
32,F,fisher,2064.98,36
32,M,homemaker,-211.06,51
32,F,farmer,3447.50,58
32,F,service provider,5874.20,41
32,F,homemaker,-199.20,51
32,F,homemaker,-228.90,64
32,M,civil servant,5300.73,38
32,M,civil servant,5292.09,40
32,F,fisher,3951.28,61
32,F,farmer,3539.96,59
32,F,unemployed,-96.09,42
32,M,craftsman,7458.57,58
32,M,farmer,2120.36,38
32,M,craftsman,7807.39,63
32,M,homemaker,-214.67,58
32,F,homemaker,4.07,34
32,M,farmer,3314.48,56
32,M,homemaker,-234.20,60
32,M,fisher,1726.72,31
32,F,service provider,3990.61,31
32,M,fisher,1655.48,31
32,F,service provider,4357.43,31
32,F,service provider,3972.41,31
32,M,farmer,1613.55,31
32,M,farmer,1629.98,30
32,F,craftsman,3329.39,30
32,X,unemployed,39.28,30
32,F,farmer,1559.68,30
32,M,farmer,1615.86,29
32,M,fisher,1600.00,29
32,F,homemaker,44.64,29
32,M,homemaker,53.59,28
32,F,service provider,3621.14,28
32,F,civil servant,3594.91,28
32,F,homemaker,61.00,27
32,M,fisher,1577.58,27
32,M,civil servant,3783.86,27
32,M,civil servant,3375.80,26
32,F,homemaker,68.78,26
32,M,craftsman,2848.76,26
32,F,unemployed,68.72,25
32,F,craftsman,2584.15,25
32,F,fisher,1450.31,25
32,M,homemaker,72.17,25
32,F,homemaker,78.33,24
32,F,homemaker,75.28,24
32,F,craftsman,2643.41,24
32,F,fisher,1265.44,23
32,M,farmer,1304.72,23
32,F,unemployed,79.82,23
32,M,homemaker,78.57,23
32,F,unemployed,76.99,23
32,F,craftsman,2317.30,22
32,F,fisher,1303.18,22
32,M,farmer,1176.47,22
32,M,craftsman,2431.54,22
32,F,farmer,1168.59,22
32,F,civil servant,2961.46,21
32,F,unemployed,87.68,21
32,M,farmer,1178.29,21
32,M,fisher,1224.37,21
32,M,craftsman,2238.46,21
32,M,farmer,1170.01,20
32,F,civil servant,2668.88,20
32,F,homemaker,95.16,20
32,F,fisher,1185.58,20
32,M,service provider,2727.94,20
32,M,unemployed,92.22,20
32,F,service provider,2636.76,19
32,X,fisher,1133.09,19
32,F,craftsman,2023.27,19
32,M,service provider,2708.42,19
32,F,civil servant,2564.40,19
32,F,service provider,2557.35,19
32,F,homemaker,96.12,18
32,F,unemployed,96.48,18
32,F,unemployed,98.77,18
32,M,homemaker,94.80,18
32,M,homemaker,90.88,18
32,X,civil servant,2477.80,18
32,F,farmer,1040.01,18
32,X,craftsman,1916.11,18
32,M,child,0.00,17
32,F,child,0.00,17
32,F,child,0.00,17
32,M,child,0.00,17
32,F,child,0.00,17
32,M,child,0.00,17
32,F,child,0.00,17
32,F,child,0.00,16
32,F,child,0.00,16
32,F,child,0.00,16
32,F,child,0.00,16
32,F,child,0.00,16
32,F,child,0.00,16
32,M,child,0.00,16
32,M,child,0.00,16
32,F,child,0.00,15
32,M,child,0.00,15
32,M,child,0.00,15
32,F,child,0.00,15
32,F,child,0.00,15
32,F,child,0.00,15
32,F,child,0.00,15
32,F,child,0.00,14
32,F,child,0.00,14
32,F,child,0.00,14
32,F,child,0.00,14
32,M,child,0.00,14
32,F,child,0.00,14
32,F,child,0.00,14
32,M,child,0.00,13
32,M,child,0.00,13
32,M,child,0.00,13
32,M,child,0.00,13
32,F,child,0.00,13
32,M,child,0.00,13
32,F,child,0.00,13
32,F,child,0.00,13
32,M,child,0.00,12
32,F,child,0.00,12
32,F,child,0.00,12
32,F,child,0.00,12
32,M,child,0.00,12
32,F,child,0.00,12
32,F,child,0.00,12
32,F,child,0.00,12
32,F,child,0.00,12
32,F,child,0.00,11
32,F,child,0.00,11
32,F,child,0.00,11
32,M,child,0.00,11
32,F,child,0.00,11
32,M,child,0.00,11
32,M,child,0.00,11
32,M,child,0.00,11
32,M,child,0.00,10
32,M,child,0.00,10
32,M,child,0.00,10
32,M,child,0.00,10
32,M,child,0.00,10
32,M,child,0.00,10
32,M,child,0.00,10
32,M,child,0.00,10
32,M,child,0.00,10
32,M,child,0.00,9
32,M,child,0.00,9
32,F,child,0.00,9
32,F,child,0.00,9
32,M,child,0.00,9
32,F,child,0.00,9
32,F,child,0.00,9
32,M,child,0.00,9
32,X,child,0.00,8
32,M,child,0.00,8
32,F,child,0.00,8
32,M,child,0.00,8
32,F,child,0.00,8
32,F,child,0.00,8
32,F,child,0.00,8
32,F,child,0.00,8
32,F,child,0.00,7
32,X,child,0.00,7
32,F,child,0.00,7
32,F,child,0.00,7
32,M,child,0.00,7
32,F,child,0.00,7
32,M,child,0.00,7
32,F,child,0.00,6
32,F,child,0.00,6
32,M,child,0.00,6
32,M,child,0.00,6
32,M,child,0.00,6
32,F,child,0.00,6
32,M,child,0.00,6
32,F,child,0.00,6
32,F,child,0.00,6
32,F,child,0.00,5
32,M,child,0.00,5
32,X,child,0.00,5
32,M,child,0.00,5
32,F,child,0.00,5
32,M,child,0.00,5
32,F,child,0.00,5
32,M,child,0.00,5
32,M,child,0.00,4
32,F,child,0.00,4
32,M,child,0.00,4
32,M,child,0.00,4
32,F,child,0.00,4
32,F,child,0.00,4
32,F,child,0.00,4
32,M,child,0.00,4
32,F,child,0.00,3
32,M,child,0.00,3
32,F,child,0.00,3
32,F,child,0.00,3
32,F,child,0.00,3
32,M,child,0.00,3
32,F,child,0.00,3
32,M,child,0.00,3
32,M,child,0.00,2
32,M,child,0.00,2
32,M,child,0.00,2
32,M,child,0.00,2
32,M,child,0.00,2
32,M,child,0.00,2
32,F,child,0.00,2
32,M,child,0.00,2
32,F,child,0.00,1
32,F,child,0.00,1
32,F,child,0.00,1
32,F,child,0.00,1
32,F,child,0.00,1
32,M,child,0.00,1
32,X,child,0.00,1
32,M,child,0.00,0
32,F,child,0.00,0
32,M,child,0.00,0
32,F,child,0.00,0
32,F,child,0.00,0
32,F,child,0.00,0
33,M,farmer,1834.17,34
33,M,service provider,6487.74,58
33,M,farmer,4584.97,69
33,F,farmer,1849.94,34
33,F,service provider,5672.27,41
33,M,homemaker,-247.33,63
33,M,civil servant,5026.20,36
33,M,fisher,4570.08,57
33,M,civil servant,6351.02,46
33,F,fisher,4075.46,54
33,M,farmer,3460.11,57
33,M,civil servant,7497.07,49
33,F,farmer,2176.59,38
33,F,fisher,2436.73,34
33,M,civil servant,11231.75,68
33,F,craftsman,6377.48,55
33,M,service provider,6748.27,45
33,F,fisher,2362.56,34
33,F,homemaker,-95.29,42
33,F,fisher,2805.43,41
33,F,farmer,4250.47,69
33,X,service provider,7013.57,47
33,F,craftsman,4949.54,43
33,F,unemployed,-67.03,40
33,M,homemaker,-69.00,40
33,M,fisher,2364.82,34
33,M,craftsman,6262.82,53
33,M,retired,2283.51,77
33,M,farmer,3385.13,58
33,M,service provider,4945.39,37
33,M,retired,1363.46,73
33,M,farmer,2043.28,39
33,M,homemaker,-69.55,40
33,M,civil servant,8582.51,55
33,X,craftsman,5914.34,60
33,F,farmer,3519.43,57
33,F,farmer,3924.44,65
33,F,fisher,4165.83,55
33,M,homemaker,-58.06,39
33,F,homemaker,-254.31,61
33,F,fisher,3865.94,50
33,F,farmer,4457.49,67
33,M,homemaker,-257.15,64
33,M,fisher,4885.39,61
33,F,service provider,7615.87,50
33,F,farmer,2064.37,38
33,M,homemaker,-189.87,48
33,X,civil servant,10171.30,63
33,M,farmer,3328.19,57
33,M,farmer,1790.38,34
33,F,fisher,3205.02,44
33,F,homemaker,-154.68,46
33,M,service provider,8107.78,55
33,F,civil servant,7562.75,50
33,X,farmer,1804.04,33
33,M,unemployed,-43.67,38
33,F,civil servant,10525.39,64
33,M,homemaker,-265.05,64
33,M,farmer,2248.55,39
33,F,farmer,2304.97,47
33,M,fisher,3961.93,52
33,F,retired,-264.62,70
33,M,craftsman,8396.73,63
33,F,fisher,5108.01,67
33,F,fisher,4838.35,60
33,F,farmer,3329.79,54
33,M,craftsman,6116.38,50
33,F,craftsman,5699.13,49
33,F,homemaker,-66.07,40
33,F,civil servant,6214.25,45
33,F,farmer,2268.88,40
33,M,farmer,4130.12,67
33,M,service provider,6774.45,45
33,F,farmer,2725.23,47
33,F,farmer,4106.31,64
33,M,homemaker,-255.24,67
33,F,fisher,3717.35,51
33,F,farmer,2049.19,39
33,M,craftsman,4512.07,45
33,F,farmer,2566.32,47
33,M,homemaker,-129.81,44
33,F,homemaker,12.48,33
33,F,civil servant,10896.27,67
33,M,craftsman,6283.46,50
33,F,fisher,5603.96,68
33,F,unemployed,-82.22,41
33,M,service provider,10611.72,64
33,M,fisher,5111.90,63
33,M,civil servant,9629.49,61
33,X,farmer,2421.13,44
33,F,fisher,2592.93,36
33,F,civil servant,10332.99,64
33,M,service provider,9206.26,59
33,M,service provider,5114.00,37
33,F,retired,-281.50,73
33,M,craftsman,4102.83,36
33,M,fisher,2911.88,42
33,M,fisher,5679.21,69
33,F,fisher,3894.47,52
33,F,fisher,2919.71,40
33,F,homemaker,-162.88,47
33,M,craftsman,8244.28,66
33,M,civil servant,9843.84,62
33,F,craftsman,7646.70,61
33,F,unemployed,-230.72,52
33,M,retired,-268.75,72
33,M,homemaker,-156.51,46
33,M,farmer,2727.70,46
33,F,fisher,3102.78,43
33,X,homemaker,-120.06,44
33,M,homemaker,-31.39,37
33,M,craftsman,3631.41,33
33,M,fisher,4782.62,62
33,F,retired,2943.38,71
33,M,craftsman,5957.24,51
33,M,craftsman,5756.56,48
33,M,farmer,3877.84,62
33,F,retired,-262.42,73
33,F,retired,1130.85,75
33,X,service provider,9176.71,60
33,F,farmer,4226.83,68
33,M,farmer,1982.82,37
33,F,civil servant,6410.34,43
33,M,fisher,4097.94,52
33,M,farmer,4629.09,69
33,M,civil servant,7773.87,51
33,X,craftsman,4648.10,41
33,M,farmer,4128.12,65
33,F,service provider,10410.57,65
33,X,civil servant,5179.56,38
33,F,service provider,4955.72,35
33,F,farmer,3715.32,61
33,M,fisher,3409.56,53
33,M,homemaker,-201.43,49
33,X,farmer,2036.60,38
33,F,retired,3165.44,70
33,F,farmer,3027.44,50
33,M,civil servant,4875.75,35
33,M,unemployed,-252.06,63
33,F,homemaker,-119.83,44
33,M,retired,1748.40,71
33,M,retired,2623.51,74
33,F,homemaker,-262.57,64
33,M,service provider,5374.09,38
33,F,civil servant,8257.39,55
33,F,craftsman,6729.19,54
33,F,craftsman,6857.86,54
33,M,homemaker,-224.03,51
33,M,craftsman,8780.01,68
33,F,service provider,10302.48,62
33,M,farmer,3240.74,53
33,M,service provider,8086.82,54
33,M,service provider,9333.08,59
33,M,homemaker,-267.59,66
33,M,civil servant,10909.74,68
33,M,farmer,3434.39,59
33,M,civil servant,6364.99,45
33,F,unemployed,-245.38,56
33,F,retired,-280.84,73
33,M,craftsman,5594.30,46
33,F,farmer,3812.97,61
33,F,service provider,5592.10,40
33,M,homemaker,-193.25,48
33,F,service provider,6128.25,43
33,F,farmer,4249.20,68
33,M,farmer,4164.90,68
33,M,homemaker,-53.00,39
33,M,civil servant,10350.69,62
33,F,craftsman,4505.25,40
33,M,farmer,3930.14,65
33,M,fisher,5187.95,66
33,F,homemaker,-225.85,50
33,M,craftsman,5394.63,48
33,M,fisher,5830.54,68
33,M,farmer,3435.89,57
33,F,service provider,10958.55,66
33,F,farmer,2995.03,50
33,M,craftsman,7336.65,59
33,M,unemployed,-271.34,66
33,F,homemaker,-219.50,51
33,F,homemaker,-225.54,52
33,M,craftsman,8230.35,64
33,M,farmer,2296.53,42
33,M,unemployed,-268.53,68
33,F,homemaker,-241.55,55
33,F,homemaker,-256.20,68
33,F,service provider,11119.69,68
33,F,homemaker,-246.29,62
33,M,service provider,7773.22,53
33,M,craftsman,5300.76,45
33,F,retired,4029.73,70
33,F,farmer,2858.42,48
33,F,craftsman,3838.52,35
33,F,retired,1076.62,78
33,X,fisher,4583.78,58
33,F,retired,-278.36,76
33,F,farmer,4274.84,65
33,M,fisher,2488.14,35
33,F,fisher,5261.81,65
33,M,fisher,4613.77,61
33,F,homemaker,-266.72,67
33,M,civil servant,8470.39,62
