year,sex,profession,income,age,net_worth
10,F,civil servant,7013.77,53,37452.4
10,F,farmer,2560.15,46,16646.17
10,X,service provider,3390.2,24,17581.44
10,M,fisher,3023.76,55,21602.5
10,F,homemaker,199.46,59,6807.31
10,F,craftsman,2274.52,20,12448.69
10,F,craftsman,5050.15,49,28743.78
10,F,farmer,3023.22,58,19157.88
10,F,child,0.0,17,10000.0
10,F,service provider,8245.24,63,44079.7
10,M,retired,356.2,72,10609.61
10,M,child,0.0,17,10000.0
10,M,child,0.0,11,10000.0
10,M,craftsman,3323.99,30,20099.27
10,M,craftsman,5746.19,54,30988.97
10,M,retired,240.49,72,7300.54
10,M,farmer,1848.8,35,14190.5
10,F,unemployed,177.93,56,6646.98
10,M,child,0.0,14,10000.0
10,M,craftsman,5629.13,54,30352.86
10,M,farmer,2773.12,50,17554.58
10,M,child,0.0,16,10000.0
10,F,homemaker,204.33,60,6834.49
10,F,retired,957.38,65,33166.69
10,F,homemaker,163.61,49,6391.88
10,M,child,0.0,17,10000.0
10,M,fisher,3550.45,60,23218.53
10,M,civil servant,4346.33,32,24635.88
10,X,homemaker,110.0,37,5912.41
10,F,farmer,1932.48,34,14152.79
10,F,farmer,2179.34,42,15797.3
10,F,fisher,1847.15,32,15221.13
10,F,retired,1261.67,65,40903.68
10,F,homemaker,223.21,63,6999.6
10,M,child,0.0,16,10000.0
10,M,retired,250.45,72,7363.57
10,M,homemaker,168.51,51,6482.13
10,M,unemployed,204.09,63,6918.43
10,M,civil servant,7662.77,55,38552.05
10,F,homemaker,121.98,38,5980.98
10,F,service provider,7343.03,57,39770.28
10,F,fisher,1637.43,27,14011.12
10,M,craftsman,6672.17,62,34824.15
10,F,farmer,2456.85,44,16358.59
10,M,homemaker,134.92,41,6073.79
10,M,fisher,2243.16,38,16997.28
10,M,service provider,7436.39,57,40149.55
10,F,service provider,3881.81,27,21938.26
10,M,retired,564.53,65,19302.09
10,F,homemaker,206.4,63,6978.98
10,F,child,0.0,15,10000.0
10,M,retired,1044.93,67,34687.68
10,M,homemaker,90.56,25,6423.74
10,X,civil servant,5312.34,40,29789.7
10,F,fisher,2822.98,49,19892.87
10,M,farmer,1814.7,34,14005.65
10,M,child,0.0,11,10000.0
10,M,retired,221.31,65,7069.1
10,F,fisher,1206.53,21,11251.02
10,F,homemaker,91.35,23,7290.52
10,M,homemaker,215.44,61,6900.77
10,M,service provider,4326.63,32,24656.75
10,M,retired,232.22,67,7106.26
10,X,homemaker,180.96,55,6630.53
10,F,civil servant,3693.69,27,22024.53
10,X,child,0.0,10,10000.0
10,M,child,0.0,15,10000.0
10,F,unemployed,193.7,56,6690.97
10,F,civil servant,5388.89,41,29834.13
10,F,craftsman,6263.67,59,32802.47
10,M,civil servant,7334.48,54,37856.78
10,F,craftsman,5709.42,51,29517.85
10,M,homemaker,133.98,41,6071.05
10,M,homemaker,215.08,61,6910.91
10,M,child,0.0,16,10000.0
10,F,homemaker,91.21,24,6871.66
10,F,civil servant,7367.41,54,38229.07
10,M,fisher,1727.39,29,14569.55
10,F,unemployed,143.46,47,6301.74
10,M,craftsman,4513.81,40,24697.11
10,F,unemployed,141.4,44,6197.42
10,F,fisher,2167.61,37,16689.27
10,M,farmer,3174.08,58,19384.76
10,F,farmer,1789.64,31,13459.75
10,F,farmer,3017.45,55,18729.0
10,M,craftsman,3094.56,27,18733.62
10,F,craftsman,2823.72,26,17407.33
10,F,child,0.0,17,10000.0
10,F,civil servant,3104.19,22,15134.77
10,F,child,0.0,17,10000.0
10,M,farmer,2330.83,44,16179.21
10,M,homemaker,207.09,59,6835.17
10,M,service provider,3047.11,22,15240.64
10,F,farmer,1406.33,24,11547.11
10,F,farmer,2136.45,41,15487.21
10,F,unemployed,196.33,57,6730.68
10,M,retired,255.91,73,7416.77
10,M,homemaker,145.4,44,6190.17
10,F,fisher,1603.85,28,14234.7
10,F,child,0.0,16,10000.0
10,M,homemaker,100.93,22,7746.4
10,F,farmer,1330.65,24,11529.49
10,M,homemaker,93.18,21,8122.99
10,F,child,0.0,10,10000.0
10,F,civil servant,6074.46,44,32112.03
10,M,craftsman,2925.19,27,18430.76
10,F,fisher,2457.35,45,18698.13
10,M,farmer,3074.42,55,18678.22
10,F,unemployed,101.31,18,9514.91
10,M,retired,1166.63,66,37637.55
10,M,service provider,5442.8,41,30096.35
10,F,retired,596.99,66,18933.09
10,F,unemployed,155.64,47,6317.95
10,M,fisher,2357.77,40,17522.93
10,M,civil servant,5098.77,38,28505.46
10,X,farmer,1205.91,21,10687.94
10,F,child,0.0,13,10000.0
10,M,retired,252.63,71,7261.69
10,F,civil servant,5705.53,41,30434.52
10,M,homemaker,220.9,63,6977.71
10,M,service provider,5015.45,36,27298.45
10,M,child,0.0,14,10000.0
10,F,homemaker,164.75,50,6418.4
10,M,child,0.0,13,10000.0
10,M,fisher,1151.61,19,10673.37
10,M,fisher,2549.71,46,19077.05
10,F,fisher,1690.17,29,14515.47
10,F,child,0.0,17,10000.0
10,F,service provider,8136.35,59,41206.62
10,M,civil servant,6689.63,49,34803.73
10,M,homemaker,205.01,61,6897.25
10,F,homemaker,88.07,24,6865.8
10,M,craftsman,4414.47,43,25840.82
10,M,civil servant,5314.96,39,29123.38
10,F,craftsman,4154.43,38,23334.99
10,F,retired,1255.89,65,41013.81
10,F,unemployed,90.86,29,5614.83
10,F,craftsman,5247.02,50,28718.51
10,M,homemaker,152.02,49,6406.4
10,M,civil servant,7477.0,58,39957.09
10,M,retired,424.26,71,12285.92
10,M,homemaker,97.5,23,7293.29
10,M,farmer,1348.69,23,11237.32
10,F,fisher,3027.59,52,20807.8
10,F,fisher,1223.64,20,11028.61
10,X,homemaker,100.07,21,8135.14
10,M,child,0.0,14,10000.0
10,M,child,0.0,10,10000.0
10,M,fisher,2162.25,39,17074.1
10,F,craftsman,5130.36,48,28113.01
10,M,craftsman,3177.25,28,19056.3
10,M,craftsman,2723.74,25,16075.96
10,M,farmer,3019.83,55,18857.22
10,M,civil servant,7586.39,55,38853.55
10,M,farmer,2183.58,39,15257.74
10,M,homemaker,172.65,54,6616.96
10,F,retired,236.91,70,7266.65
10,M,homemaker,213.82,61,6909.28
10,F,unemployed,168.59,50,6416.65
10,F,farmer,2907.82,52,18103.63
10,X,service provider,4845.9,37,27670.98
10,F,farmer,2538.34,45,16530.51
10,X,craftsman,5795.84,52,29862.8
10,F,retired,533.21,69,16555.78
10,F,farmer,3539.67,63,20663.16
10,M,child,0.0,14,10000.0
10,F,civil servant,2978.26,20,13238.56
10,M,fisher,1620.81,29,14354.81
10,M,fisher,3335.14,58,22365.81
10,M,farmer,2403.35,46,16833.09
10,M,civil servant,3822.09,28,22414.33
10,X,craftsman,2049.63,18,10731.61
10,M,fisher,2917.4,54,21328.45
10,F,homemaker,178.6,55,6622.55
10,M,farmer,2375.5,42,15887.93
10,F,service provider,5411.13,42,30772.25
10,X,child,0.0,15,10000.0
10,F,child,0.0,12,10000.0
10,F,farmer,2113.5,38,14998.91
10,M,homemaker,92.36,30,5660.02
10,M,homemaker,90.91,26,6013.3
10,X,child,0.0,15,10000.0
10,F,retired,509.4,72,15105.85
10,F,service provider,8252.19,64,43930.76
10,F,craftsman,5146.3,47,27821.5
10,M,retired,620.8,71,18421.31
10,F,unemployed,177.79,53,6537.54
10,F,farmer,1483.8,27,12563.26
10,M,child,0.0,12,10000.0
10,X,service provider,7890.38,59,41298.61
10,M,unemployed,120.76,40,6010.68
10,M,farmer,2895.68,52,17928.01
10,F,retired,511.91,69,15311.07
10,F,homemaker,94.97,21,8116.95
10,M,fisher,2740.74,48,19368.98
10,M,craftsman,5418.11,51,29626.56
10,F,homemaker,127.99,41,6069.53
10,M,child,0.0,15,10000.0
10,F,civil servant,4202.68,32,24842.8
10,F,craftsman,3327.86,31,20221.81
10,M,service provider,6918.85,53,37885.01
10,F,retired,225.54,65,7069.68
10,F,craftsman,3540.03,31,20475.86
10,F,homemaker,178.89,55,6632.84
10,M,homemaker,88.04,28,5565.86
10,M,farmer,3337.1,62,20544.1
10,M,craftsman,4593.43,45,26763.12
10,F,service provider,5039.57,39,28494.68
10,M,farmer,1635.22,30,13219.1
10,M,service provider,4313.01,31,24291.5
10,M,service provider,4953.09,36,27514.96
10,M,homemaker,139.12,43,6152.93
10,X,unemployed,173.22,52,6521.81
10,M,civil servant,6154.89,45,32593.35
10,M,farmer,1919.32,36,14566.48
10,M,civil servant,2964.12,22,15170.15
10,F,unemployed,97.84,33,5759.28
10,F,farmer,3127.53,59,19656.3
10,F,homemaker,157.75,50,6432.83
10,M,farmer,3299.31,59,19348.99
10,M,craftsman,2715.42,23,14371.81
10,F,unemployed,149.62,45,6232.56
10,F,retired,246.84,70,7268.91
10,F,farmer,2120.76,38,15061.74
10,X,service provider,7011.15,55,38512.99
10,F,child,0.0,17,10000.0
10,F,fisher,2685.65,49,19777.85
10,M,homemaker,90.93,25,6427.88
10,F,service provider,2787.98,20,13208.4
10,F,farmer,2403.16,45,16428.77
10,M,farmer,2397.31,45,16422.33
10,M,child,0.0,16,10000.0
10,F,retired,767.42,69,24154.54
10,M,civil servant,5275.38,39,28707.62
10,F,child,0.0,17,10000.0
10,F,service provider,8370.28,64,43866.61
10,M,farmer,2273.14,42,15762.09
10,F,civil servant,7801.12,56,39400.35
10,M,fisher,2511.06,43,18201.98
10,F,homemaker,80.57,27,5542.99
10,F,unemployed,213.55,64,6982.4
10,M,craftsman,2799.65,25,16162.87
10,M,fisher,2439.1,45,18646.0
10,M,farmer,1792.52,34,13995.62
10,F,service provider,5963.58,43,31290.68
10,F,retired,236.41,67,7127.51
10,M,retired,559.67,66,18776.34
10,F,farmer,1573.11,27,12609.47
10,F,homemaker,206.95,61,6852.15
10,M,craftsman,4005.65,36,22753.96
10,M,retired,759.23,70,24168.32
10,M,unemployed,141.71,43,6162.16
10,F,service provider,8270.66,63,42912.31
10,F,homemaker,91.14,28,5597.15
10,F,homemaker,92.34,29,5634.18
10,F,civil servant,6185.25,48,34304.91
10,M,craftsman,4565.93,41,24872.52
10,M,farmer,1139.16,19,10349.28
10,M,unemployed,147.74,45,6237.2
10,F,homemaker,94.85,32,5730.31
10,F,homemaker,138.3,45,6221.83
10,F,service provider,5846.9,45,32267.66
10,F,homemaker,116.66,39,5990.81
10,M,service provider,4010.96,30,23749.18
10,M,craftsman,2539.04,22,13570.01
10,M,farmer,2940.58,55,18628.68
10,F,civil servant,6584.44,47,33824.52
10,F,farmer,1474.26,25,11880.35
10,M,civil servant,7657.33,60,41486.95
10,F,child,0.0,12,10000.0
10,M,homemaker,191.0,58,6776.13
10,F,farmer,3019.84,55,18614.41
10,F,civil servant,8299.08,62,43215.54
10,X,fisher,1985.04,35,15961.49
10,F,unemployed,179.83,53,6576.02
10,F,fisher,3704.51,63,24150.37
10,F,farmer,2187.49,42,15755.98
10,M,child,0.0,12,10000.0
10,F,fisher,2275.73,42,18203.33
10,F,civil servant,6630.47,48,33924.91
10,F,retired,892.11,66,30479.99
10,F,retired,220.59,66,7053.03
10,M,unemployed,123.61,38,5963.67
10,F,homemaker,140.98,44,6190.85
10,M,homemaker,123.25,39,5991.63
10,F,fisher,3306.78,56,22026.04
10,F,fisher,2045.47,36,16256.53
10,M,farmer,2821.14,52,18105.68
10,F,homemaker,97.26,20,8549.44
10,M,farmer,2077.33,40,15276.86
10,F,service provider,4471.61,32,24842.67
10,M,farmer,3015.86,55,18823.52
10,M,farmer,2905.15,52,17963.99
10,M,retired,212.26,65,7053.39
10,M,retired,1011.02,65,33312.88
10,F,retired,593.25,65,19427.59
10,X,homemaker,104.38,34,5794.49
10,M,homemaker,93.8,30,5660.91
10,F,civil servant,7820.34,56,39541.33
10,M,civil servant,8157.43,59,41305.58
10,X,retired,1093.32,66,37758.94
10,F,child,0.0,12,10000.0
10,F,child,0.0,14,10000.0
10,M,farmer,2839.6,51,17953.02
10,X,retired,744.06,69,23657.44
10,X,fisher,3426.21,58,22696.04
10,M,unemployed,120.2,38,5966.69
10,M,child,0.0,16,10000.0
10,M,farmer,2614.93,51,17931.24
10,F,retired,649.65,66,21055.27
10,M,craftsman,4288.92,38,23555.05
10,F,homemaker,178.14,55,6634.71
10,F,retired,527.39,68,16416.9
10,M,child,0.0,12,10000.0
10,F,farmer,3442.39,61,20255.51
10,M,unemployed,90.32,29,5614.05
10,F,homemaker,102.41,34,5789.94
10,M,homemaker,94.8,19,9031.68
10,F,craftsman,4793.75,44,26463.11
10,F,fisher,2539.38,46,18937.19
10,F,civil servant,7798.77,61,42020.84
10,F,fisher,1198.04,21,11311.97
10,F,child,0.0,15,10000.0
10,M,retired,561.93,66,18666.22
10,M,unemployed,159.48,50,6394.7
10,F,fisher,1412.21,25,12842.66
10,M,retired,248.63,69,7228.34
10,M,craftsman,2106.81,19,11499.74
10,F,unemployed,126.75,39,6005.98
10,F,unemployed,84.2,26,5998.79
10,M,unemployed,89.67,26,6010.89
10,M,child,0.0,10,10000.0
10,M,homemaker,204.44,62,6892.14
10,M,retired,588.26,68,18523.88
10,M,fisher,2922.19,54,21133.62
10,M,homemaker,97.95,20,8546.29
10,M,homemaker,118.23,38,5962.58
10,F,farmer,1817.7,32,13639.19
10,F,craftsman,5045.87,48,28161.31
10,F,farmer,2794.46,51,17723.16
10,F,craftsman,3856.37,37,23033.02
10,M,homemaker,88.55,26,6000.93
10,F,fisher,3746.08,64,24174.92
10,M,civil servant,3092.06,22,15149.71
10,M,service provider,4725.3,35,26538.19
10,M,unemployed,134.88,41,6112.08
10,F,homemaker,89.72,25,6432.7
10,F,civil servant,6316.46,47,33830.21
10,M,fisher,2618.68,47,19142.17
10,M,service provider,4083.26,29,22928.11
10,F,civil servant,7156.59,52,36950.18
10,F,fisher,1586.43,27,13919.7
10,M,service provider,6100.85,46,32992.07
10,M,civil servant,7151.43,54,37839.31
10,F,fisher,3114.94,58,22094.63
10,F,child,0.0,13,10000.0
10,M,craftsman,5158.23,49,28281.48
10,F,homemaker,132.27,42,6113.85
10,F,retired,598.44,68,18790.09
10,F,homemaker,83.68,28,5576.95
10,M,fisher,3436.62,61,22926.46
10,M,service provider,6618.34,49,34743.86
10,M,unemployed,99.6,32,5739.19
10,M,craftsman,5331.57,51,28868.45
10,M,unemployed,161.43,50,6453.64
10,F,homemaker,185.34,54,6632.56
10,M,craftsman,5977.19,56,31604.46
10,M,farmer,2705.26,52,18148.98
10,F,unemployed,209.07,64,6965.4
10,M,craftsman,5566.78,50,29071.76
10,F,retired,988.94,68,31747.74
10,F,unemployed,165.69,52,6492.43
10,M,fisher,1646.33,30,14675.16
10,F,service provider,4898.3,38,28477.94
10,M,service provider,5997.35,47,33952.2
10,F,homemaker,181.49,57,6697.65
10,F,child,0.0,15,10000.0
10,M,unemployed,88.99,29,5610.21
10,M,unemployed,186.18,58,6781.04
10,M,homemaker,98.65,21,8121.56
10,F,service provider,2535.88,18,10974.74
10,F,farmer,2372.31,45,16561.82
10,M,fisher,2381.28,44,18487.81
10,M,unemployed,217.82,63,6985.24
10,F,craftsman,2803.54,26,17185.49
10,F,farmer,3292.6,63,20518.45
10,X,craftsman,4360.81,41,24656.66
10,F,unemployed,201.33,62,6929.06
10,F,unemployed,200.06,58,6748.62
10,F,unemployed,97.25,32,5730.74
10,F,child,0.0,17,10000.0
10,F,retired,251.27,72,7318.41
10,F,homemaker,100.98,19,9038.48
10,F,retired,1231.24,65,40861.78
10,F,fisher,3138.46,57,22121.22
10,M,retired,397.31,72,11426.97
10,M,unemployed,202.49,62,6893.52
10,M,service provider,4337.74,33,25255.74
10,F,craftsman,6707.54,61,34379.55
10,F,child,0.0,10,10000.0
10,F,unemployed,140.91,44,6175.24
10,F,homemaker,126.64,39,5988.53
10,M,craftsman,5443.28,53,30050.79
10,M,farmer,2859.93,53,18129.43
10,M,farmer,2407.98,47,16799.56
10,M,farmer,3269.72,63,20485.73
10,M,retired,605.61,71,18655.82
10,F,child,0.0,17,10000.0
10,M,homemaker,91.68,25,6436.48
10,M,child,0.0,11,10000.0
10,F,retired,564.71,67,17468.02
10,F,farmer,2506.57,46,16683.87
10,M,retired,242.04,69,7201.14
10,M,farmer,1428.21,24,11545.9
10,F,child,0.0,14,10000.0
10,M,homemaker,210.89,63,6961.45
10,M,retired,902.86,69,28105.74
10,M,homemaker,88.94,29,5624.86
10,F,farmer,1927.99,36,14544.01
10,F,service provider,2619.52,19,12063.75
10,F,homemaker,85.32,29,5606.04
10,F,homemaker,139.18,42,6128.87
10,M,child,0.0,16,10000.0
10,M,retired,1044.37,67,35094.93
10,M,civil servant,2638.93,18,11026.26
10,F,fisher,2187.97,39,17091.98
10,F,civil servant,7170.36,53,37746.18
10,F,farmer,3216.54,58,19497.44
10,M,retired,406.21,71,12551.66
10,F,farmer,2009.92,37,14756.38
10,F,farmer,3112.22,58,19239.85
10,F,unemployed,93.4,20,8546.69
10,M,craftsman,3769.26,36,22404.51
10,M,child,0.0,16,10000.0
10,M,craftsman,4252.38,41,24476.62
10,M,homemaker,114.52,36,5884.48
10,F,child,0.0,12,10000.0
10,M,farmer,1951.05,34,14111.91
10,M,homemaker,118.76,38,5966.53
10,M,retired,450.53,71,13586.85
10,M,retired,1183.43,65,40960.44
10,M,child,0.0,9,10000.0
10,F,child,0.0,9,10000.0
10,M,child,0.0,9,10000.0
10,F,child,0.0,9,10000.0
10,F,child,0.0,9,10000.0
10,M,child,0.0,9,10000.0
10,M,child,0.0,8,10000.0
10,F,child,0.0,8,10000.0
10,X,child,0.0,8,10000.0
10,F,child,0.0,8,10000.0
10,M,child,0.0,7,10000.0
10,M,child,0.0,7,10000.0
10,F,child,0.0,7,10000.0
10,M,child,0.0,6,10000.0
10,F,child,0.0,6,10000.0
10,F,child,0.0,6,10000.0
10,F,child,0.0,5,10000.0
10,M,child,0.0,5,10000.0
10,M,child,0.0,5,10000.0
10,M,child,0.0,4,10000.0
10,F,child,0.0,4,10000.0
10,M,child,0.0,4,10000.0
10,F,child,0.0,3,10000.0
10,F,child,0.0,3,10000.0
10,F,child,0.0,3,10000.0
10,M,child,0.0,3,10000.0
10,F,child,0.0,2,10000.0
10,F,child,0.0,2,10000.0
10,F,child,0.0,2,10000.0
10,F,child,0.0,1,10000.0
10,M,child,0.0,1,10000.0
10,F,child,0.0,1,10000.0
10,M,child,0.0,1,10000.0
10,F,child,0.0,1,10000.0
10,F,child,0.0,0,10000.0
10,F,child,0.0,0,10000.0
10,M,child,0.0,0,10000.0
10,M,child,0.0,0,10000.0
10,F,child,0.0,0,10000.0
11,F,civil servant,6764.0,51,38849.67
11,M,child,0.0,12,10000.0
11,M,unemployed,100.21,36,5367.13
11,M,farmer,2462.9,47,17616.2
11,F,child,0.0,12,10000.0
11,F,civil servant,6920.23,52,39292.04
11,F,service provider,2619.14,19,11988.88
11,M,homemaker,118.32,41,5564.92
11,M,child,0.0,14,10000.0
11,M,fisher,1999.6,35,16534.28
11,M,civil servant,3204.39,24,17487.88
11,F,fisher,1815.63,32,15613.11
11,M,homemaker,185.76,60,6372.61
11,M,farmer,1832.67,35,14754.28
11,F,craftsman,6160.02,59,35677.56
11,F,retired,1250.89,65,44673.5
11,M,civil servant,3741.41,27,21650.62
11,F,child,0.0,16,10000.0
11,F,child,0.0,12,10000.0
11,M,civil servant,6006.42,46,35535.15
11,F,unemployed,90.81,33,5230.78
11,M,craftsman,5859.92,53,32761.61
11,M,homemaker,187.37,61,6452.34
11,F,service provider,7145.35,53,40527.77
11,M,service provider,7582.15,60,44443.1
11,M,retired,389.5,72,12182.51
11,M,service provider,3036.29,23,16496.7
11,F,child,0.0,12,10000.0
11,F,homemaker,91.05,20,8549.05
11,F,fisher,1063.53,19,10482.08
11,F,civil servant,7426.17,54,40875.31
11,F,farmer,2426.04,47,17569.01
11,X,service provider,3373.17,25,18977.84
11,M,fisher,3228.47,56,22926.56
11,F,homemaker,189.26,60,6416.21
11,F,craftsman,2205.03,21,13261.03
11,F,craftsman,5178.62,50,31042.92
11,F,farmer,3175.61,59,20455.51
11,F,unemployed,96.64,18,9516.28
11,F,service provider,8750.79,64,48164.92
11,M,retired,359.57,73,10388.83
11,M,homemaker,96.16,18,9515.8
11,M,child,0.0,12,10000.0
11,M,craftsman,3236.54,31,21427.37
11,M,craftsman,5976.59,55,33687.09
11,M,retired,231.31,73,6951.49
11,M,farmer,1838.16,36,14819.4
11,F,unemployed,166.54,57,6233.16
11,M,child,0.0,15,10000.0
11,M,craftsman,5766.33,55,32945.85
11,M,farmer,2811.54,51,18670.17
11,M,child,0.0,17,10000.0
11,F,homemaker,186.25,61,6440.38
11,F,retired,947.57,66,33350.3
11,F,homemaker,140.64,50,5952.16
11,M,homemaker,93.64,18,9513.28
11,M,fisher,3308.28,61,24582.49
11,M,civil servant,4505.09,33,26598.25
11,X,homemaker,110.69,38,5442.74
11,F,farmer,1761.02,35,14743.13
11,F,farmer,2157.99,43,16586.12
11,F,fisher,1817.36,33,15839.63
11,F,retired,1177.63,66,41202.32
11,F,homemaker,197.89,64,6617.13
11,M,child,0.0,17,10000.0
11,M,retired,238.42,73,7021.63
11,M,homemaker,153.12,52,6054.89
11,M,civil servant,7296.09,64,10276.3
11,M,civil servant,7148.81,56,41836.28
11,F,homemaker,112.36,39,5512.98
11,F,service provider,7696.9,58,43328.55
11,F,fisher,1594.84,28,14518.37
11,M,craftsman,6866.32,63,37967.14
11,F,farmer,2464.42,45,17300.62
11,M,homemaker,118.99,42,5612.42
11,M,fisher,2147.74,39,17780.98
11,M,service provider,7958.0,58,43838.37
11,F,service provider,3595.06,28,23445.62
11,M,retired,584.01,66,19303.92
11,F,homemaker,208.64,64,6607.26
11,F,child,0.0,16,10000.0
11,M,retired,1102.12,68,34948.57
11,M,homemaker,79.1,26,5922.48
11,X,civil servant,5183.43,41,32091.24
11,F,fisher,2807.58,50,21006.48
11,M,farmer,1913.45,35,14672.2
11,M,child,0.0,12,10000.0
11,M,retired,204.29,66,6693.03
11,F,fisher,1220.34,22,11571.01
11,F,homemaker,87.36,24,6797.53
11,M,homemaker,194.88,62,6515.29
11,M,service provider,4463.81,33,26598.48
11,M,retired,221.92,68,6747.82
11,X,homemaker,167.39,56,6217.56
11,F,civil servant,3606.25,28,23537.48
11,X,child,0.0,11,10000.0
11,M,child,0.0,16,10000.0
11,F,unemployed,173.54,57,6284.15
11,F,civil servant,5469.83,42,32278.87
11,F,craftsman,6543.79,60,35784.19
11,M,civil servant,7081.78,55,41107.49
11,F,craftsman,5671.17,52,32063.26
11,M,homemaker,117.78,42,5608.47
11,M,homemaker,195.15,62,6525.7
11,M,child,0.0,17,10000.0
11,F,homemaker,82.19,25,6373.49
11,F,civil servant,7183.43,55,41530.61
11,M,fisher,1716.09,30,15137.42
11,F,unemployed,142.63,48,5864.01
11,M,craftsman,4182.8,41,26498.34
11,F,unemployed,129.06,45,5746.12
11,F,fisher,2044.52,38,17421.36
11,M,farmer,3210.02,59,20699.59
11,F,farmer,1681.15,32,14010.15
11,F,farmer,2924.77,56,19901.21
11,M,craftsman,2996.34,28,19941.61
11,F,craftsman,3000.12,27,18617.22
11,F,homemaker,93.69,18,9513.33
11,F,civil servant,2937.93,23,16313.56
11,F,farmer,959.91,18,10189.78
11,M,farmer,2432.09,45,17105.08
11,M,homemaker,195.39,60,6450.2
11,M,service provider,2956.07,23,16428.49
11,F,farmer,1320.26,25,11917.06
11,F,farmer,2308.81,42,16351.44
11,F,unemployed,170.68,58,6321.0
11,M,retired,251.16,74,7087.57
11,M,homemaker,131.77,45,5741.58
11,F,fisher,1685.15,29,14787.1
11,F,child,0.0,17,10000.0
11,M,homemaker,86.09,23,7252.13
11,F,farmer,1362.65,25,11920.64
11,M,homemaker,92.94,22,7635.57
11,F,child,0.0,11,10000.0
11,F,civil servant,6016.31,45,34830.01
11,M,craftsman,3010.53,28,19645.85
11,F,fisher,2489.98,46,19652.94
11,M,farmer,2921.32,56,19848.7
11,F,unemployed,94.95,19,9029.5
11,M,retired,1170.06,67,37932.4
11,M,service provider,5747.43,42,32679.89
11,F,unemployed,146.59,48,5884.18
11,M,fisher,2312.09,41,18388.8
11,M,civil servant,5106.94,39,30768.76
11,X,farmer,1162.61,22,10979.07
11,F,child,0.0,14,10000.0
11,M,retired,242.65,72,6923.98
11,F,civil servant,5612.19,42,32950.44
11,M,homemaker,206.88,64,6604.23
11,M,service provider,5065.37,37,29540.96
11,M,child,0.0,15,10000.0
11,F,homemaker,155.36,51,5993.4
11,M,child,0.0,14,10000.0
11,M,fisher,1134.65,20,10950.52
11,M,fisher,2521.97,47,20047.86
11,F,fisher,1639.46,30,15045.03
11,F,fisher,1027.7,18,10223.67
11,F,service provider,8150.43,60,44991.66
11,M,civil servant,6741.86,50,37884.48
11,M,homemaker,187.38,62,6504.27
11,F,homemaker,89.89,25,6375.33
11,M,craftsman,4543.81,44,27822.55
11,M,civil servant,5050.37,40,31358.39
11,F,craftsman,4138.76,39,25114.19
11,F,retired,1258.91,66,41353.09
11,F,unemployed,78.14,30,5112.61
11,F,craftsman,5544.32,51,31200.5
11,M,homemaker,149.47,50,5975.51
11,M,civil servant,7611.32,59,43472.57
11,M,retired,408.07,72,12113.64
11,M,homemaker,92.19,24,6805.13
11,M,farmer,1245.1,24,11569.69
11,F,fisher,2817.26,53,21926.26
11,F,fisher,1181.31,21,11329.09
11,X,homemaker,92.29,22,7647.07
11,M,child,0.0,15,10000.0
11,M,child,0.0,11,10000.0
11,M,fisher,2176.08,40,17871.96
11,F,craftsman,4942.12,49,30293.9
11,M,craftsman,3153.3,29,20342.78
11,M,craftsman,2683.67,26,17127.62
11,M,farmer,2895.13,56,20014.61
11,M,civil servant,7590.56,56,42358.66
11,M,farmer,2093.37,40,16014.25
11,M,homemaker,175.11,55,6211.71
11,F,retired,244.31,71,6930.6
11,M,homemaker,196.28,62,6525.2
11,F,unemployed,152.99,51,5989.28
11,F,farmer,2798.78,53,19212.84
11,X,service provider,5048.82,38,29905.22
11,F,farmer,2379.04,46,17429.86
11,X,craftsman,5486.37,53,32315.81
11,F,retired,534.87,70,16510.3
11,F,farmer,3457.8,64,22101.88
11,M,child,0.0,15,10000.0
11,F,civil servant,2897.62,21,14397.19
11,M,fisher,1673.6,30,14901.44
11,M,fisher,3214.15,59,23682.71
11,M,farmer,2427.26,47,17756.54
11,M,civil servant,3894.89,29,24071.6
11,X,craftsman,2159.15,19,11521.01
11,M,fisher,3020.41,55,22548.48
11,F,homemaker,163.17,56,6205.36
11,M,farmer,2306.06,43,16750.79
11,F,service provider,5839.98,43,33402.07
11,X,child,0.0,16,10000.0
11,F,child,0.0,13,10000.0
11,F,farmer,1965.26,39,15691.36
11,M,homemaker,81.36,31,5161.02
11,M,homemaker,83.27,27,5516.21
11,X,child,0.0,16,10000.0
11,F,retired,494.37,73,15019.86
11,F,retired,1279.02,65,44280.1
11,F,craftsman,5085.98,48,30074.31
11,M,retired,599.43,72,18430.85
11,F,unemployed,158.42,54,6115.6
11,F,farmer,1496.59,28,13021.38
11,M,child,0.0,13,10000.0
11,X,service provider,7912.47,60,44964.67
11,M,unemployed,120.93,41,5551.25
11,M,farmer,2782.3,53,19028.98
11,F,retired,499.93,70,15230.64
11,F,homemaker,87.69,22,7624.28
11,M,fisher,2607.66,49,20382.63
11,M,craftsman,5619.92,52,32146.34
11,F,homemaker,115.21,42,5604.38
11,M,child,0.0,16,10000.0
11,F,civil servant,4454.6,33,26779.92
11,F,craftsman,3527.73,32,21695.5
11,M,service provider,6872.16,54,41030.92
11,F,retired,211.0,66,6700.32
11,F,craftsman,3492.0,32,21931.68
11,F,homemaker,177.83,56,6230.31
11,M,homemaker,77.9,29,5063.4
11,M,farmer,3497.21,63,22002.53
11,M,craftsman,4905.45,46,28925.67
