year,sex,profession,income,age,happiness
30,M,farmer,1744.84,43,99.81
30,F,retired,1338.72,72,108.71
30,F,fisher,2877.80,40,100.39
30,X,homemaker,-72.29,41,100.02
30,M,homemaker,6.72,34,100.02
30,M,craftsman,3216.90,30,100.84
30,M,fisher,4707.04,59,101.36
30,F,craftsman,8913.56,68,102.58
30,M,craftsman,5975.97,48,101.88
30,M,craftsman,5222.81,45,101.72
30,M,farmer,2634.33,59,100.66
30,F,retired,-168.22,70,90.02
30,F,retired,1115.84,72,107.97
30,X,service provider,8730.47,57,102.59
30,F,farmer,2911.19,65,100.91
30,M,farmer,1277.59,34,99.06
30,F,civil servant,5635.55,40,101.85
30,M,fisher,3607.48,49,100.88
30,M,farmer,3120.19,66,101.00
30,M,civil servant,6921.97,48,102.23
30,X,craftsman,4521.25,38,101.39
30,M,farmer,2659.17,62,100.73
30,F,service provider,10118.22,62,102.79
30,X,civil servant,4876.02,35,101.58
30,F,service provider,4562.61,32,101.42
30,F,farmer,2521.90,58,100.59
30,M,fisher,3324.84,50,100.61
30,M,homemaker,-147.35,46,100.02
30,X,farmer,1312.36,35,99.11
30,F,craftsman,9033.71,67,102.59
30,F,farmer,1935.07,47,100.01
30,M,civil servant,4565.81,32,101.43
30,M,unemployed,-170.11,60,80.02
30,F,homemaker,-71.18,41,100.02
30,M,fisher,5731.82,68,101.70
30,M,retired,2265.87,71,110.08
30,F,homemaker,-181.62,61,100.02
30,M,service provider,4932.64,35,101.60
30,F,civil servant,7849.70,52,102.41
30,F,craftsman,5982.02,51,101.96
30,F,craftsman,6344.93,51,102.03
30,M,homemaker,-162.71,48,100.02
30,M,craftsman,8075.13,65,102.49
30,F,service provider,9609.80,59,102.73
30,M,farmer,2060.41,50,100.18
30,M,service provider,7678.61,51,102.38
30,M,service provider,8497.75,56,102.57
30,M,homemaker,-167.92,63,100.02
30,M,civil servant,10381.83,65,102.87
30,M,farmer,2421.25,56,100.53
30,M,civil servant,5795.01,42,101.92
30,F,unemployed,-169.32,53,80.02
30,F,retired,-169.74,70,100.02
30,M,craftsman,5109.35,43,101.62
30,F,unemployed,-175.43,65,80.02
30,F,farmer,2407.13,58,100.54
30,F,service provider,5283.48,37,101.70
30,M,homemaker,-122.63,45,100.02
30,F,service provider,5929.65,40,101.88
30,F,farmer,3056.24,65,100.97
30,M,farmer,2790.42,65,100.87
30,M,homemaker,-14.45,36,100.02
30,M,civil servant,9652.90,59,102.74
30,F,craftsman,4309.89,37,101.31
30,M,farmer,2804.86,62,100.80
30,M,fisher,5094.11,63,101.52
30,F,homemaker,-161.90,47,100.02
30,M,craftsman,5251.38,45,101.73
30,M,fisher,5274.86,65,101.60
30,M,farmer,2215.85,54,100.40
30,F,service provider,10520.89,63,102.85
30,F,farmer,1952.88,47,100.07
30,M,craftsman,6863.64,56,102.17
30,M,unemployed,-169.36,63,80.02
30,F,homemaker,-155.55,48,100.02
30,F,homemaker,-167.76,49,100.02
30,F,civil servant,10957.04,68,102.98
30,M,craftsman,7712.24,61,102.39
30,M,farmer,1529.52,39,99.54
30,M,unemployed,-171.27,65,80.02
30,F,homemaker,-166.35,52,100.02
30,F,homemaker,-173.78,65,100.02
30,F,service provider,10092.96,65,102.88
30,F,homemaker,-174.90,59,100.02
30,M,service provider,7363.11,50,102.33
30,M,craftsman,4958.87,42,101.57
30,F,civil servant,10486.93,67,102.93
30,F,farmer,1810.51,45,99.93
30,F,craftsman,3669.16,32,101.04
30,F,retired,1084.54,75,107.86
30,X,fisher,4184.07,55,101.18
30,F,retired,-165.01,73,99.98
30,F,farmer,2730.93,62,100.79
30,M,fisher,2329.22,32,99.90
30,F,fisher,5076.32,62,101.46
30,F,civil servant,11477.47,68,103.03
30,M,fisher,4355.87,58,101.17
30,F,homemaker,-176.99,64,100.02
30,M,civil servant,7543.02,59,102.33
30,F,fisher,4413.54,56,101.22
30,F,civil servant,5283.19,40,101.73
30,M,farmer,2526.05,60,100.64
30,F,service provider,8242.97,52,102.43
30,M,retired,1069.41,72,107.82
30,X,homemaker,-177.24,54,100.02
30,M,homemaker,-159.64,50,100.02
30,F,farmer,1190.99,32,98.82
30,F,craftsman,3674.74,34,101.10
30,M,retired,1106.57,71,107.95
30,M,fisher,4166.84,58,101.12
30,M,craftsman,3917.58,36,101.21
30,M,retired,1055.62,71,107.84
30,M,craftsman,6966.32,58,102.22
30,M,fisher,2378.68,32,99.93
30,M,craftsman,5499.36,49,101.79
30,F,fisher,3552.64,54,100.75
30,M,craftsman,4007.97,39,101.20
30,F,craftsman,8084.43,64,102.49
30,F,fisher,5619.66,66,101.67
30,F,fisher,3126.02,41,100.48
30,F,craftsman,3995.19,35,101.17
30,M,retired,918.69,70,104.20
30,F,fisher,3292.45,45,100.69
30,M,craftsman,4487.23,39,101.42
30,F,fisher,4096.48,59,101.13
30,F,unemployed,-148.28,46,80.02
30,M,service provider,6718.51,46,102.09
30,M,civil servant,4221.01,30,101.27
30,M,retired,1292.03,74,108.60
30,M,homemaker,-62.73,40,100.02
30,M,homemaker,-179.68,58,100.02
30,F,farmer,2171.79,52,100.33
30,F,craftsman,8952.70,68,102.61
30,F,retired,1067.23,71,107.84
30,F,craftsman,7165.15,57,102.23
30,M,homemaker,-147.22,46,100.02
30,M,civil servant,5860.15,42,101.93
30,M,service provider,8178.84,55,102.50
30,M,service provider,9042.00,61,102.62
30,F,farmer,1314.52,45,99.24
30,F,civil servant,11397.13,67,102.98
30,M,service provider,7296.65,49,102.30
30,F,retired,2816.16,72,110.56
30,F,fisher,3712.86,47,100.84
30,M,service provider,10890.18,66,102.91
30,M,retired,2868.01,74,110.57
30,F,craftsman,3803.05,33,101.08
30,F,civil servant,7987.45,62,102.41
30,F,homemaker,-158.41,48,100.02
30,M,unemployed,-162.11,52,80.02
30,M,retired,2389.49,71,110.12
30,M,retired,2883.32,70,106.63
30,F,retired,-176.22,72,99.94
30,M,fisher,3886.04,50,100.98
30,F,service provider,8746.51,58,102.62
30,M,service provider,10505.20,67,102.93
30,F,civil servant,4890.66,35,101.56
30,M,farmer,1738.24,49,99.86
30,M,homemaker,-74.51,41,100.02
30,F,service provider,5574.12,38,101.80
30,F,farmer,2983.57,65,100.93
30,M,fisher,5038.70,64,101.51
30,F,craftsman,5353.43,46,101.76
30,X,craftsman,8029.71,61,102.40
30,F,unemployed,-167.60,52,80.02
30,F,service provider,5001.60,37,101.53
30,F,homemaker,-49.19,39,100.02
30,M,service provider,7742.34,53,102.40
30,F,fisher,2119.41,30,99.70
30,F,craftsman,7533.13,64,102.31
30,F,homemaker,-165.89,59,100.02
30,M,retired,2264.70,73,110.06
30,M,farmer,3208.42,67,101.06
30,F,civil servant,5358.94,37,101.72
30,M,homemaker,-127.12,45,100.02
30,M,fisher,2240.36,31,99.77
30,F,farmer,2859.38,66,100.88
30,M,farmer,1750.87,44,99.85
30,F,fisher,2458.53,34,100.05
30,M,homemaker,-168.63,49,100.02
30,F,farmer,2425.24,56,100.55
30,F,service provider,5520.16,39,101.78
30,F,homemaker,-155.09,49,100.02
30,F,homemaker,-165.83,62,100.02
30,M,civil servant,5136.97,36,101.64
30,M,civil servant,5602.41,38,101.78
30,F,fisher,4586.88,59,101.36
30,F,farmer,2344.82,57,100.53
30,F,unemployed,-58.08,40,80.02
30,M,craftsman,7190.99,56,102.22
30,M,farmer,1407.80,36,99.25
30,M,craftsman,7519.31,61,102.33
30,M,homemaker,-167.01,56,100.02
30,F,homemaker,26.95,32,100.02
30,M,farmer,2274.17,54,100.39
30,M,homemaker,-165.35,58,100.02
30,M,fisher,2139.09,29,99.65
30,F,service provider,4182.87,29,101.22
30,M,fisher,2135.35,29,99.66
30,F,service provider,4122.54,29,101.22
30,F,service provider,4004.61,29,101.18
30,M,farmer,1070.08,29,98.45
30,M,farmer,981.07,28,98.18
30,F,craftsman,3209.33,28,100.79
30,X,unemployed,58.62,28,80.02
30,F,farmer,1025.75,28,98.33
30,M,farmer,1000.49,27,98.13
30,M,fisher,1939.34,27,99.42
30,F,homemaker,61.25,27,100.01
30,M,homemaker,69.90,26,100.00
30,F,service provider,3640.81,26,101.04
30,F,civil servant,3654.17,26,101.01
30,F,homemaker,72.72,25,100.00
30,M,fisher,1866.85,25,99.28
30,M,civil servant,3577.68,25,100.98
30,M,civil servant,3355.11,24,100.85
30,F,homemaker,80.30,24,100.00
30,M,craftsman,2714.22,24,100.40
30,F,unemployed,84.55,23,80.31
30,F,craftsman,2630.69,23,100.34
30,F,fisher,1649.47,23,99.02
30,M,homemaker,84.64,23,100.00
30,F,homemaker,89.87,22,100.00
30,F,homemaker,89.50,22,100.00
30,F,craftsman,2563.86,22,100.29
30,F,fisher,1519.84,21,98.87
30,M,farmer,758.09,21,96.56
30,F,unemployed,94.47,21,81.25
30,M,homemaker,91.00,21,100.00
30,F,unemployed,90.41,21,81.25
30,F,craftsman,2372.60,20,100.10
30,F,fisher,1534.59,20,98.92
30,M,farmer,793.29,20,97.00
30,M,craftsman,2185.27,20,100.05
30,F,farmer,770.38,20,96.78
30,F,civil servant,2618.70,19,100.31
30,F,unemployed,101.99,19,85.00
30,M,farmer,705.05,19,94.52
30,M,fisher,1517.11,19,99.03
30,M,craftsman,2254.28,19,100.03
30,M,farmer,724.45,18,96.49
30,F,civil servant,2620.10,18,100.22
30,F,homemaker,96.87,18,100.00
30,F,fisher,1466.89,18,99.52
30,M,service provider,2471.52,18,100.16
30,M,unemployed,103.97,18,90.00
30,F,child,0.00,17,100.00
30,X,child,0.00,17,100.00
30,F,child,0.00,17,100.00
30,M,child,0.00,17,100.00
30,F,child,0.00,17,100.00
30,F,child,0.00,17,100.00
30,F,child,0.00,16,100.00
30,F,child,0.00,16,100.00
30,F,child,0.00,16,100.00
30,M,child,0.00,16,100.00
30,M,child,0.00,16,100.00
30,X,child,0.00,16,100.00
30,F,child,0.00,16,100.00
30,X,child,0.00,16,100.00
30,M,child,0.00,15,100.00
30,F,child,0.00,15,100.00
30,F,child,0.00,15,100.00
30,M,child,0.00,15,100.00
30,F,child,0.00,15,100.00
30,M,child,0.00,15,100.00
30,F,child,0.00,15,100.00
30,F,child,0.00,14,100.00
30,F,child,0.00,14,100.00
30,F,child,0.00,14,100.00
30,F,child,0.00,14,100.00
30,F,child,0.00,14,100.00
30,F,child,0.00,14,100.00
30,M,child,0.00,14,100.00
30,M,child,0.00,14,100.00
30,F,child,0.00,13,100.00
30,M,child,0.00,13,100.00
30,M,child,0.00,13,100.00
30,F,child,0.00,13,100.00
30,F,child,0.00,13,100.00
30,F,child,0.00,13,100.00
30,F,child,0.00,13,100.00
30,F,child,0.00,12,100.00
30,F,child,0.00,12,100.00
30,F,child,0.00,12,100.00
30,F,child,0.00,12,100.00
30,M,child,0.00,12,100.00
30,F,child,0.00,12,100.00
30,F,child,0.00,12,100.00
30,M,child,0.00,11,100.00
30,M,child,0.00,11,100.00
30,M,child,0.00,11,100.00
30,M,child,0.00,11,100.00
30,F,child,0.00,11,100.00
30,M,child,0.00,11,100.00
30,F,child,0.00,11,100.00
30,F,child,0.00,11,100.00
30,M,child,0.00,10,100.00
30,F,child,0.00,10,100.00
30,F,child,0.00,10,100.00
30,F,child,0.00,10,100.00
30,M,child,0.00,10,100.00
30,F,child,0.00,10,100.00
30,F,child,0.00,10,100.00
30,F,child,0.00,10,100.00
30,F,child,0.00,10,100.00
30,F,child,0.00,9,100.00
30,F,child,0.00,9,100.00
30,F,child,0.00,9,100.00
30,M,child,0.00,9,100.00
30,F,child,0.00,9,100.00
30,M,child,0.00,9,100.00
30,M,child,0.00,9,100.00
30,M,child,0.00,9,100.00
30,M,child,0.00,8,100.00
30,M,child,0.00,8,100.00
30,M,child,0.00,8,100.00
30,M,child,0.00,8,100.00
30,M,child,0.00,8,100.00
30,M,child,0.00,8,100.00
30,M,child,0.00,8,100.00
30,M,child,0.00,8,100.00
30,M,child,0.00,8,100.00
30,M,child,0.00,7,100.00
30,M,child,0.00,7,100.00
30,F,child,0.00,7,100.00
30,F,child,0.00,7,100.00
30,M,child,0.00,7,100.00
30,F,child,0.00,7,100.00
30,F,child,0.00,7,100.00
30,M,child,0.00,7,100.00
30,X,child,0.00,6,100.00
30,M,child,0.00,6,100.00
30,F,child,0.00,6,100.00
30,M,child,0.00,6,100.00
30,F,child,0.00,6,100.00
30,F,child,0.00,6,100.00
30,F,child,0.00,6,100.00
30,F,child,0.00,6,100.00
30,F,child,0.00,5,100.00
30,X,child,0.00,5,100.00
30,F,child,0.00,5,100.00
30,F,child,0.00,5,100.00
30,M,child,0.00,5,100.00
30,F,child,0.00,5,100.00
30,M,child,0.00,5,100.00
30,F,child,0.00,4,100.00
30,F,child,0.00,4,100.00
30,M,child,0.00,4,100.00
30,M,child,0.00,4,100.00
30,M,child,0.00,4,100.00
30,F,child,0.00,4,100.00
30,M,child,0.00,4,100.00
30,F,child,0.00,4,100.00
30,F,child,0.00,4,100.00
30,F,child,0.00,3,100.00
30,M,child,0.00,3,100.00
30,X,child,0.00,3,100.00
30,M,child,0.00,3,100.00
30,F,child,0.00,3,100.00
30,M,child,0.00,3,100.00
30,F,child,0.00,3,100.00
30,M,child,0.00,3,100.00
30,M,child,0.00,2,100.00
30,F,child,0.00,2,100.00
30,M,child,0.00,2,100.00
30,M,child,0.00,2,100.00
30,F,child,0.00,2,100.00
30,F,child,0.00,2,100.00
30,F,child,0.00,2,100.00
30,M,child,0.00,2,100.00
30,F,child,0.00,1,100.00
30,M,child,0.00,1,100.00
30,F,child,0.00,1,100.00
30,F,child,0.00,1,100.00
30,F,child,0.00,1,100.00
30,M,child,0.00,1,100.00
30,F,child,0.00,1,100.00
30,M,child,0.00,1,100.00
30,M,child,0.00,0,100.00
30,M,child,0.00,0,100.00
30,M,child,0.00,0,100.00
30,M,child,0.00,0,100.00
30,M,child,0.00,0,100.00
30,M,child,0.00,0,100.00
30,F,child,0.00,0,100.00
30,M,child,0.00,0,100.00
31,M,farmer,1731.21,32,99.05
31,M,unemployed,-192.69,56,80.01
31,M,farmer,4179.80,67,101.17
31,F,farmer,1718.76,32,99.13
31,F,service provider,5645.08,39,101.80
31,M,homemaker,-197.68,61,100.01
31,M,civil servant,4458.41,34,101.45
31,M,fisher,3346.24,55,101.03
31,M,civil servant,6549.67,44,102.04
31,F,fisher,3175.46,52,100.91
31,M,farmer,3225.88,55,100.62
31,M,civil servant,6837.39,47,102.19
31,F,farmer,1982.67,36,99.42
31,F,fisher,1860.03,32,99.73
31,M,civil servant,10454.76,66,102.90
31,F,craftsman,6036.63,53,101.95
31,M,retired,2284.70,73,110.13
31,M,service provider,6299.06,43,101.99
31,F,fisher,1767.50,32,99.69
31,F,homemaker,-60.82,40,100.01
31,F,fisher,2233.82,39,100.17
31,F,farmer,4058.47,67,101.12
31,X,service provider,6654.08,45,102.10
31,F,craftsman,4450.63,41,101.48
31,F,retired,2825.97,70,106.63
31,F,unemployed,-37.14,38,80.01
31,M,homemaker,-39.26,38,100.01
31,M,fisher,1830.10,32,99.71
31,M,craftsman,5820.71,51,101.92
31,M,retired,2193.45,75,110.06
31,M,farmer,3234.67,56,100.65
31,F,retired,968.90,77,107.14
31,M,service provider,4715.47,35,101.53
31,M,retired,1349.78,71,106.92
31,M,farmer,1925.44,37,99.45
31,M,homemaker,-37.93,38,100.01
31,M,civil servant,7738.63,53,102.40
31,X,craftsman,5641.59,58,101.86
31,F,farmer,3221.42,55,100.63
31,F,farmer,3746.46,63,100.99
31,F,fisher,3379.28,53,101.01
31,M,homemaker,-27.28,37,100.01
31,F,homemaker,-185.15,59,100.01
31,F,fisher,2796.71,48,100.70
31,F,farmer,3983.53,65,101.08
31,M,homemaker,-208.03,62,100.01
31,M,fisher,3944.66,59,101.28
31,F,service provider,6865.75,48,102.20
31,F,farmer,1957.20,36,99.43
31,M,homemaker,-147.11,46,100.01
31,X,civil servant,9355.55,61,102.72
31,M,farmer,3154.15,55,100.60
31,M,farmer,1775.11,32,99.07
31,F,fisher,2551.71,42,100.41
31,F,homemaker,-117.36,44,100.01
31,M,service provider,7893.72,53,102.45
31,F,civil servant,7052.77,48,102.22
31,X,farmer,1540.07,31,98.76
31,M,unemployed,-15.60,36,80.01
31,F,civil servant,9971.38,62,102.78
31,F,retired,2269.62,72,110.12
31,M,homemaker,-200.90,62,100.01
31,M,farmer,2076.01,37,99.58
31,F,farmer,2148.72,45,99.64
31,M,fisher,3185.34,50,100.88
31,F,unemployed,-209.59,68,80.01
31,M,craftsman,7365.34,61,102.34
31,F,fisher,3662.13,65,101.19
31,F,fisher,3573.49,58,101.15
31,F,farmer,3088.07,52,100.48
31,M,craftsman,5799.37,48,101.89
31,F,craftsman,5340.24,47,101.75
31,F,homemaker,-39.25,38,100.01
31,F,civil servant,6283.49,43,102.03
31,F,farmer,1949.65,38,99.54
31,M,farmer,3998.51,65,101.09
31,M,service provider,5926.37,43,101.96
31,F,farmer,2368.45,45,100.02
31,F,farmer,3559.18,62,100.88
31,M,homemaker,-199.65,65,100.01
31,F,fisher,2933.64,49,100.76
31,F,farmer,1884.78,37,99.47
31,M,craftsman,4624.32,43,101.43
31,F,farmer,2426.30,45,100.05
31,M,homemaker,-89.74,42,100.01
31,F,homemaker,33.89,31,100.01
31,F,civil servant,10006.98,65,102.85
31,M,craftsman,5659.16,48,101.87
31,F,fisher,4490.08,66,101.53
31,F,unemployed,-49.06,39,80.01
31,M,service provider,10126.06,62,102.79
31,F,unemployed,-201.41,68,80.01
31,M,fisher,4038.87,61,101.33
31,M,civil servant,9266.10,59,102.70
31,X,farmer,2368.41,42,99.87
31,F,fisher,1898.75,34,99.86
31,F,civil servant,9478.28,62,102.76
31,M,service provider,8585.51,57,102.61
31,M,service provider,4977.50,35,101.59
31,F,retired,-201.18,71,100.01
31,M,craftsman,3791.85,34,101.14
31,M,fisher,2414.92,40,100.30
31,M,fisher,4563.24,67,101.57
31,F,fisher,2958.17,50,100.77
31,F,fisher,2163.67,38,100.12
31,F,homemaker,-132.07,45,100.01
31,M,craftsman,8436.02,64,102.52
31,M,civil servant,9009.83,60,102.68
31,F,craftsman,7636.54,59,102.31
31,F,unemployed,-173.43,50,80.01
31,F,retired,2749.82,71,108.56
31,M,retired,-202.18,70,100.01
31,M,homemaker,-115.03,44,100.01
31,M,farmer,2348.75,44,100.00
31,F,fisher,2329.74,41,100.29
31,X,homemaker,-91.50,42,100.01
31,M,homemaker,-5.13,35,100.01
31,M,craftsman,3421.53,31,100.90
31,M,fisher,3876.70,60,101.28
31,F,craftsman,9361.05,69,102.66
31,M,craftsman,5649.20,49,101.88
31,M,craftsman,5523.59,46,101.78
31,M,farmer,3456.21,60,100.82
31,F,retired,-202.09,71,95.01
31,F,retired,1133.04,73,108.05
31,X,service provider,8570.76,58,102.59
31,F,farmer,3936.33,66,101.07
31,M,farmer,1873.14,35,99.37
31,F,civil servant,6035.24,41,101.92
31,M,fisher,3220.27,50,100.87
31,M,farmer,4313.57,67,101.20
31,M,civil servant,7251.18,49,102.27
31,X,craftsman,4367.05,39,101.41
31,M,farmer,3992.05,63,101.00
31,F,service provider,9833.94,63,102.80
31,X,civil servant,4782.52,36,101.58
31,F,service provider,4640.12,33,101.47
31,F,farmer,3591.47,59,100.83
31,M,fisher,2595.73,51,100.51
31,M,homemaker,-164.49,47,100.01
31,X,farmer,1892.52,36,99.40
31,F,craftsman,8463.08,68,102.58
31,F,farmer,2653.23,48,100.23
31,M,civil servant,4433.86,33,101.44
31,M,unemployed,-194.23,61,80.01
31,F,homemaker,-83.90,42,100.01
31,M,fisher,4781.81,69,101.64
31,M,retired,2364.68,72,110.15
31,F,homemaker,-197.89,62,100.01
31,M,service provider,4775.96,36,101.59
31,F,civil servant,7754.26,53,102.42
31,F,craftsman,6432.60,52,102.03
31,F,craftsman,6319.01,52,102.05
31,M,homemaker,-180.29,49,100.01
31,M,craftsman,8762.05,66,102.56
31,F,service provider,9015.61,60,102.70
31,M,farmer,2899.59,51,100.41
31,M,service provider,7982.16,52,102.42
31,M,service provider,8997.99,57,102.62
31,M,homemaker,-204.47,64,100.01
31,M,civil servant,11096.97,66,102.94
31,M,farmer,3216.28,57,100.69
31,M,civil servant,5853.07,43,101.93
31,F,unemployed,-194.14,54,80.01
31,F,retired,-194.13,71,100.01
31,M,craftsman,5271.38,44,101.69
31,F,farmer,3642.90,59,100.81
31,F,service provider,5333.71,38,101.74
31,M,homemaker,-137.08,46,100.01
31,F,service provider,5875.36,41,101.91
31,F,farmer,3863.43,66,101.08
31,M,farmer,3990.09,66,101.06
31,M,homemaker,-25.96,37,100.01
31,M,civil servant,9710.55,60,102.77
31,F,craftsman,4386.16,38,101.37
31,M,farmer,3875.92,63,101.00
31,M,fisher,4087.32,64,101.41
31,F,homemaker,-171.70,48,100.01
31,M,craftsman,5070.11,46,101.71
31,M,fisher,4283.72,66,101.50
31,M,farmer,3171.73,55,100.61
31,F,service provider,10037.63,64,102.85
31,F,farmer,2782.29,48,100.31
31,M,craftsman,7078.21,57,102.22
31,M,unemployed,-191.47,64,80.01
31,F,homemaker,-172.53,49,100.01
31,F,homemaker,-179.39,50,100.01
31,F,civil servant,11833.53,69,103.05
31,M,craftsman,7516.50,62,102.38
31,M,farmer,2082.58,40,99.73
31,M,unemployed,-195.97,66,80.01
31,F,homemaker,-193.76,53,100.01
31,F,homemaker,-205.43,66,100.01
31,F,service provider,10408.73,66,102.89
31,F,homemaker,-199.58,60,100.01
31,M,service provider,7721.38,51,102.37
31,M,craftsman,4655.73,43,101.56
31,F,civil servant,11652.67,68,103.01
31,F,farmer,2557.33,46,100.15
31,F,craftsman,3679.46,33,101.07
31,F,retired,1107.38,76,107.94
31,X,fisher,3544.47,56,101.11
31,F,retired,-208.52,74,99.99
31,F,farmer,3882.41,63,101.00
31,M,fisher,1870.83,33,99.79
31,F,fisher,4129.91,63,101.39
31,M,fisher,3543.19,59,101.10
31,F,homemaker,-192.84,65,100.01
31,M,civil servant,7296.28,60,102.32
31,F,fisher,3589.79,57,101.14
31,F,civil servant,5541.72,41,101.79
31,M,farmer,3686.65,61,100.88
31,F,service provider,8379.81,53,102.49
31,M,retired,1067.15,73,107.84
31,X,homemaker,-194.50,55,100.01
31,M,homemaker,-184.12,51,100.01
31,F,farmer,1668.46,33,99.10
31,F,craftsman,3764.66,35,101.12
31,M,retired,1178.92,72,108.12
31,M,fisher,3390.18,59,101.04
31,M,craftsman,4078.60,37,101.25
31,M,retired,1138.88,72,107.99
31,M,craftsman,7009.50,59,102.24
31,M,fisher,1859.26,33,99.79
31,M,craftsman,5553.28,50,101.82
31,F,fisher,2847.18,55,100.68
31,M,craftsman,4256.63,40,101.29
31,F,craftsman,8788.24,65,102.56
31,F,fisher,4604.39,67,101.59
31,F,fisher,2542.59,42,100.42
31,F,craftsman,4129.34,36,101.25
31,M,retired,976.60,71,105.81
31,F,fisher,2684.73,46,100.59
31,M,craftsman,4418.51,40,101.43
31,F,fisher,3502.65,60,101.07
31,F,unemployed,-157.64,47,80.01
31,M,service provider,6174.36,47,102.06
31,M,civil servant,3977.27,31,101.26
31,M,retired,1322.17,75,108.65
31,M,homemaker,-76.11,41,100.01
31,M,homemaker,-198.43,59,100.01
31,F,farmer,3021.73,53,100.53
31,F,craftsman,9419.17,69,102.68
31,F,retired,1071.35,72,107.86
31,F,craftsman,7208.84,58,102.26
31,M,homemaker,-162.99,47,100.01
31,M,civil servant,6077.32,43,101.97
31,M,service provider,8181.34,56,102.51
31,M,service provider,9032.48,62,102.65
31,F,farmer,2103.69,46,99.60
31,F,civil servant,10849.60,68,102.98
31,M,service provider,7567.20,50,102.34
31,F,retired,3092.01,73,110.67
31,F,fisher,2967.52,48,100.77
31,M,service provider,10647.57,67,102.93
31,M,retired,3015.01,75,110.65
31,F,craftsman,3653.72,34,101.09
31,F,civil servant,7863.89,63,102.43
31,F,homemaker,-170.55,49,100.01
31,M,unemployed,-184.03,53,80.01
31,M,retired,2262.22,72,110.12
31,M,retired,2814.57,71,108.61
31,F,retired,-209.12,73,99.97
31,M,fisher,3016.37,51,100.85
31,F,service provider,8943.54,59,102.64
31,M,service provider,10854.87,68,102.95
31,F,civil servant,5109.86,36,101.63
31,M,farmer,2514.15,50,100.11
31,M,homemaker,-84.45,42,100.01
31,F,service provider,5425.68,39,101.80
31,F,farmer,3875.53,66,101.07
31,M,fisher,4226.29,65,101.44
31,F,craftsman,5735.02,47,101.83
31,X,craftsman,7987.31,62,102.44
31,F,unemployed,-192.50,53,80.01
31,F,service provider,4766.10,38,101.55
31,F,homemaker,-64.18,40,100.01
31,M,service provider,7830.90,54,102.42
31,F,fisher,1775.27,31,99.62
31,F,craftsman,7067.96,65,102.29
31,F,homemaker,-188.78,60,100.01
31,M,retired,2289.31,74,110.10
31,M,farmer,4158.15,68,101.19
31,F,civil servant,4893.19,38,101.68
31,M,homemaker,-147.34,46,100.01
31,M,fisher,1799.07,32,99.67
31,F,farmer,4133.46,67,101.10
31,M,farmer,2420.23,45,100.06
31,F,fisher,1907.15,35,99.88
31,M,homemaker,-188.16,50,100.01
31,F,farmer,3208.85,57,100.70
31,F,service provider,5526.96,40,101.81
31,F,homemaker,-176.15,50,100.01
31,F,homemaker,-191.79,63,100.01
31,M,civil servant,5297.13,37,101.70
31,M,civil servant,5284.04,39,101.77
31,F,fisher,3969.63,60,101.30
31,F,farmer,3578.77,58,100.79
31,F,unemployed,-74.86,41,80.01
31,M,craftsman,7197.23,57,102.26
31,M,farmer,2077.75,37,99.59
31,M,craftsman,7851.91,62,102.39
31,M,homemaker,-202.50,57,100.01
31,F,homemaker,15.06,33,100.01
31,M,farmer,3306.97,55,100.64
31,M,homemaker,-202.46,59,100.01
31,M,fisher,1607.34,30,99.47
31,F,service provider,4055.88,30,101.25
31,M,fisher,1693.16,30,99.54
31,F,service provider,3987.02,30,101.24
31,F,service provider,3886.87,30,101.20
31,M,farmer,1522.01,30,98.79
31,M,farmer,1611.52,29,98.73
31,F,craftsman,3044.25,29,100.76
31,X,unemployed,49.39,29,80.01
31,F,farmer,1589.78,29,98.79
31,M,farmer,1548.30,28,98.66
31,M,fisher,1509.09,28,99.26
31,F,homemaker,53.53,28,100.00
31,M,homemaker,60.84,27,100.00
31,F,service provider,3463.15,27,101.01
31,F,civil servant,3596.00,27,101.03
31,F,homemaker,66.36,26,100.00
31,M,fisher,1387.58,26,99.07
31,M,civil servant,3510.43,26,101.00
31,M,civil servant,3175.64,25,100.84
31,F,homemaker,71.23,25,100.00
31,M,craftsman,2584.77,25,100.40
31,F,unemployed,73.72,24,80.16
31,F,craftsman,2646.58,24,100.40
31,F,fisher,1355.29,24,98.90
31,M,homemaker,73.87,24,100.00
31,F,homemaker,79.91,23,100.00
31,F,homemaker,84.13,23,100.00
31,F,craftsman,2388.74,23,100.26
31,F,fisher,1282.44,22,98.73
31,M,farmer,1223.50,22,97.49
31,F,unemployed,82.92,22,80.62
31,M,homemaker,87.54,22,100.00
31,F,unemployed,84.28,22,80.62
31,F,craftsman,2380.66,21,100.17
31,F,fisher,1221.31,21,98.67
31,M,farmer,1170.28,21,97.63
31,M,craftsman,2301.81,21,100.10
31,F,farmer,1141.27,21,97.47
31,F,civil servant,2784.68,20,100.44
31,F,unemployed,88.03,20,82.50
31,M,farmer,1087.69,20,96.24
31,M,fisher,1150.35,20,98.61
31,M,craftsman,2097.00,20,99.99
31,M,farmer,1063.99,19,97.17
31,F,civil servant,2541.66,19,100.30
31,F,homemaker,95.47,19,100.00
31,F,fisher,1116.40,19,98.79
31,M,service provider,2581.72,19,100.28
31,M,unemployed,89.43,19,85.00
31,F,service provider,2357.48,18,100.10
31,X,fisher,1096.46,18,98.99
31,F,craftsman,1942.40,18,99.88
31,M,service provider,2546.15,18,100.19
