year,sex,profession,income,ethnicity
13,F,craftsman,5190.48,hyperborean
13,F,fisher,2664.35,atlantean
13,F,civil servant,8704.36,arcadian
13,F,fisher,1371.75,atlantean
13,F,craftsman,2009.25,atlantean
13,M,fisher,2678.88,arcadian
13,F,fisher,1612.68,atlantean
13,M,craftsman,2273.07,arcadian
13,F,fisher,2111.44,atlantean
13,F,unemployed,72.50,hyperborean
13,M,service provider,3640.21,hyperborean
13,M,child,0.00,arcadian
13,M,retired,179.67,hyperborean
13,M,retired,603.99,atlantean
13,M,fisher,3328.84,atlantean
13,M,homemaker,84.33,hyperborean
13,M,homemaker,98.40,arcadian
13,F,farmer,1989.23,atlantean
13,F,craftsman,5698.80,arcadian
13,F,farmer,2850.86,arcadian
13,F,craftsman,4315.59,atlantean
13,M,homemaker,68.11,atlantean
13,F,retired,759.39,atlantean
13,M,civil servant,3214.46,hyperborean
13,M,service provider,4869.02,arcadian
13,M,service provider,5149.41,arcadian
13,F,homemaker,71.79,arcadian
13,F,civil servant,6734.86,atlantean
13,M,fisher,2908.97,atlantean
13,M,service provider,4072.21,atlantean
13,F,civil servant,7760.55,hyperborean
13,F,fisher,1683.95,arcadian
13,M,service provider,6458.64,atlantean
13,M,civil servant,7718.88,hyperborean
13,F,fisher,3456.12,arcadian
13,F,child,0.00,atlantean
13,M,craftsman,5829.01,arcadian
13,F,homemaker,103.00,atlantean
13,F,retired,628.33,atlantean
13,F,homemaker,68.27,arcadian
13,M,fisher,3775.12,arcadian
13,M,service provider,7082.16,atlantean
13,M,unemployed,79.65,arcadian
13,M,craftsman,5918.69,arcadian
13,M,unemployed,142.00,atlantean
13,F,homemaker,148.35,hyperborean
13,M,craftsman,6419.41,atlantean
13,M,farmer,2917.71,arcadian
13,F,retired,192.95,arcadian
13,M,craftsman,5556.73,hyperborean
13,F,retired,1009.88,arcadian
13,F,unemployed,148.13,arcadian
13,M,fisher,1861.92,arcadian
13,F,service provider,5305.95,arcadian
13,M,service provider,6602.98,hyperborean
13,F,homemaker,154.25,atlantean
13,F,civil servant,2364.87,atlantean
13,M,farmer,1572.80,hyperborean
13,M,unemployed,172.37,atlantean
13,M,homemaker,84.75,arcadian
13,F,service provider,2716.10,arcadian
13,F,farmer,2545.00,hyperborean
13,M,fisher,2617.81,atlantean
13,M,retired,185.57,arcadian
13,F,craftsman,2979.65,hyperborean
13,F,retired,689.86,atlantean
13,X,craftsman,4793.84,hyperborean
13,F,retired,175.02,arcadian
13,F,unemployed,166.88,arcadian
13,F,unemployed,79.77,arcadian
13,F,homemaker,92.36,hyperborean
13,F,homemaker,86.80,hyperborean
13,F,retired,1268.87,atlantean
13,F,fisher,3263.91,atlantean
13,M,retired,355.35,atlantean
13,M,retired,172.96,hyperborean
13,M,service provider,4603.69,arcadian
13,F,craftsman,7022.55,hyperborean
13,F,child,0.00,arcadian
13,F,craftsman,4420.68,atlantean
13,F,homemaker,97.15,hyperborean
13,M,craftsman,5905.27,atlantean
13,M,farmer,3170.30,arcadian
13,M,farmer,2642.94,hyperborean
13,F,unemployed,91.93,atlantean
13,M,homemaker,71.35,arcadian
13,M,child,0.00,hyperborean
13,F,retired,530.42,arcadian
13,F,farmer,2724.07,hyperborean
13,M,farmer,1451.68,hyperborean
13,F,child,0.00,arcadian
13,M,retired,184.78,arcadian
13,M,retired,941.56,hyperborean
13,M,homemaker,73.47,arcadian
13,F,farmer,2125.86,hyperborean
13,F,service provider,2992.23,arcadian
13,F,homemaker,73.42,arcadian
13,F,homemaker,105.20,hyperborean
13,M,civil servant,2705.21,arcadian
13,M,civil servant,2803.25,atlantean
13,F,fisher,2309.10,arcadian
13,F,civil servant,7739.38,atlantean
13,F,farmer,3515.59,arcadian
13,F,farmer,2175.48,arcadian
13,F,farmer,3379.88,arcadian
13,F,unemployed,87.48,atlantean
13,M,craftsman,4007.62,hyperborean
13,M,farmer,1028.29,arcadian
13,M,craftsman,4700.33,hyperborean
13,M,homemaker,86.92,atlantean
13,F,child,0.00,hyperborean
13,M,farmer,1932.43,atlantean
13,M,homemaker,94.86,arcadian
13,M,retired,1223.15,hyperborean
13,M,child,0.00,atlantean
13,F,child,0.00,arcadian
13,M,child,0.00,atlantean
13,F,child,0.00,hyperborean
13,F,child,0.00,arcadian
13,M,child,0.00,arcadian
13,M,child,0.00,arcadian
13,F,child,0.00,hyperborean
13,X,child,0.00,hyperborean
13,F,child,0.00,arcadian
13,M,child,0.00,arcadian
13,M,child,0.00,atlantean
13,F,child,0.00,arcadian
13,M,child,0.00,arcadian
13,F,child,0.00,arcadian
13,F,child,0.00,atlantean
13,F,child,0.00,hyperborean
13,M,child,0.00,hyperborean
13,M,child,0.00,arcadian
13,M,child,0.00,hyperborean
13,F,child,0.00,arcadian
13,M,child,0.00,arcadian
13,F,child,0.00,arcadian
13,F,child,0.00,atlantean
13,F,child,0.00,atlantean
13,M,child,0.00,hyperborean
13,F,child,0.00,arcadian
13,F,child,0.00,arcadian
13,F,child,0.00,atlantean
13,F,child,0.00,atlantean
13,M,child,0.00,arcadian
13,F,child,0.00,arcadian
13,M,child,0.00,arcadian
13,F,child,0.00,hyperborean
13,F,child,0.00,arcadian
13,F,child,0.00,hyperborean
13,M,child,0.00,hyperborean
13,M,child,0.00,arcadian
13,F,child,0.00,arcadian
13,F,child,0.00,atlantean
13,F,child,0.00,atlantean
13,M,child,0.00,atlantean
13,M,child,0.00,atlantean
13,M,child,0.00,hyperborean
13,M,child,0.00,arcadian
13,F,child,0.00,atlantean
13,F,child,0.00,arcadian
13,F,child,0.00,atlantean
13,M,child,0.00,atlantean
13,M,child,0.00,atlantean
13,F,child,0.00,atlantean
13,X,child,0.00,hyperborean
13,F,child,0.00,hyperborean
13,M,child,0.00,arcadian
13,F,child,0.00,atlantean
13,F,child,0.00,arcadian
14,F,civil servant,7653.66,atlantean
14,M,child,0.00,arcadian
14,M,unemployed,82.03,arcadian
14,M,farmer,2427.93,hyperborean
14,F,child,0.00,arcadian
14,F,civil servant,7739.32,arcadian
14,F,service provider,3090.80,atlantean
14,M,homemaker,92.48,atlantean
14,M,child,0.00,hyperborean
14,M,fisher,2087.92,arcadian
14,M,civil servant,3453.28,arcadian
14,F,fisher,1876.72,arcadian
14,M,homemaker,160.79,arcadian
14,M,farmer,1948.61,atlantean
14,F,craftsman,6589.47,hyperborean
14,M,civil servant,4034.21,atlantean
14,F,farmer,969.26,arcadian
14,F,child,0.00,atlantean
14,M,civil servant,6859.07,hyperborean
14,F,craftsman,3735.89,atlantean
14,M,craftsman,6062.31,hyperborean
14,M,homemaker,161.84,atlantean
14,F,service provider,7804.21,atlantean
14,M,service provider,8638.03,hyperborean
14,M,retired,416.28,atlantean
14,M,service provider,3608.10,hyperborean
14,F,child,0.00,atlantean
14,F,homemaker,88.82,atlantean
14,F,fisher,1233.39,atlantean
14,F,civil servant,7858.44,atlantean
14,F,farmer,2577.74,arcadian
14,X,service provider,3831.42,atlantean
14,M,fisher,3464.49,atlantean
14,F,homemaker,161.52,hyperborean
14,F,craftsman,2657.57,atlantean
14,F,craftsman,5609.46,atlantean
14,F,farmer,3196.01,atlantean
14,F,unemployed,94.19,atlantean
14,F,retired,1490.81,arcadian
14,M,homemaker,92.20,arcadian
14,M,child,0.00,arcadian
14,M,craftsman,3697.73,hyperborean
14,M,craftsman,6639.24,arcadian
14,M,farmer,1945.76,arcadian
14,F,civil servant,7356.65,hyperborean
14,M,service provider,2402.09,atlantean
14,M,craftsman,6056.62,hyperborean
14,M,farmer,2778.71,hyperborean
14,M,farmer,1015.03,arcadian
14,F,homemaker,169.01,arcadian
14,F,retired,1040.52,hyperborean
14,F,homemaker,120.23,atlantean
14,M,homemaker,87.71,arcadian
14,M,fisher,3872.98,arcadian
14,M,civil servant,4693.95,arcadian
14,X,homemaker,85.17,hyperborean
14,F,farmer,1916.00,atlantean
14,F,farmer,2179.74,atlantean
14,F,fisher,1973.61,arcadian
14,F,retired,169.92,atlantean
14,M,homemaker,94.92,arcadian
14,M,retired,206.93,arcadian
14,M,homemaker,126.21,atlantean
14,M,retired,296.95,hyperborean
14,M,civil servant,8322.10,arcadian
14,F,homemaker,84.19,arcadian
14,F,service provider,8334.38,arcadian
14,F,fisher,1760.36,arcadian
14,M,retired,1226.95,hyperborean
14,F,farmer,2403.66,arcadian
14,M,homemaker,94.81,hyperborean
14,M,fisher,2325.17,arcadian
14,M,service provider,7965.56,atlantean
14,F,service provider,4324.41,arcadian
14,M,retired,590.58,atlantean
14,F,retired,174.54,atlantean
14,F,farmer,929.41,arcadian
14,M,retired,1095.86,arcadian
14,M,homemaker,65.99,atlantean
14,X,civil servant,5892.83,arcadian
14,F,fisher,2910.52,arcadian
14,M,farmer,1893.86,arcadian
14,M,child,0.00,atlantean
14,M,retired,180.28,hyperborean
14,F,fisher,1375.43,atlantean
14,F,homemaker,75.86,hyperborean
14,M,retired,160.97,atlantean
14,M,service provider,4963.87,atlantean
14,X,homemaker,147.72,hyperborean
14,F,civil servant,4020.17,arcadian
14,X,child,0.00,arcadian
14,M,unemployed,93.35,atlantean
14,F,fisher,2935.98,atlantean
14,F,civil servant,6256.47,arcadian
14,F,craftsman,6716.17,arcadian
14,M,civil servant,7662.11,hyperborean
14,F,craftsman,5715.88,hyperborean
14,M,homemaker,95.13,arcadian
14,M,retired,170.48,hyperborean
14,M,farmer,1054.30,arcadian
14,F,homemaker,70.39,arcadian
14,F,civil servant,7677.35,arcadian
14,M,fisher,1846.98,atlantean
14,F,unemployed,112.28,arcadian
14,M,craftsman,4697.09,atlantean
14,F,fisher,2374.88,atlantean
14,F,fisher,2367.70,hyperborean
14,M,farmer,3199.18,arcadian
14,F,farmer,1688.20,hyperborean
14,F,farmer,3041.66,arcadian
14,M,craftsman,3471.61,hyperborean
14,F,craftsman,3231.30,hyperborean
14,F,homemaker,95.02,hyperborean
14,F,civil servant,3588.90,hyperborean
14,F,farmer,1046.29,arcadian
14,M,farmer,2278.36,arcadian
14,M,homemaker,153.25,atlantean
14,M,service provider,3307.20,hyperborean
14,F,farmer,1331.85,hyperborean
14,F,farmer,2217.23,atlantean
14,F,unemployed,146.16,atlantean
14,M,homemaker,107.62,atlantean
14,F,fisher,1765.04,atlantean
14,F,farmer,1061.98,atlantean
14,M,homemaker,81.79,hyperborean
14,F,farmer,1369.95,arcadian
14,M,homemaker,80.27,arcadian
14,F,child,0.00,atlantean
14,F,civil servant,6450.42,arcadian
14,M,craftsman,3427.74,atlantean
14,F,fisher,2699.18,atlantean
14,M,farmer,2858.47,arcadian
14,F,unemployed,87.10,atlantean
14,M,service provider,6204.01,arcadian
14,F,unemployed,121.31,arcadian
14,M,fisher,2416.15,atlantean
14,M,civil servant,5810.20,atlantean
14,X,farmer,1199.94,atlantean
14,F,child,0.00,arcadian
14,M,retired,213.68,arcadian
14,F,civil servant,6165.57,atlantean
14,M,retired,168.79,arcadian
14,M,service provider,5621.69,arcadian
14,M,service provider,2503.22,arcadian
14,F,homemaker,121.49,atlantean
14,M,child,0.00,hyperborean
14,M,fisher,1251.20,atlantean
14,M,fisher,2701.20,arcadian
14,F,fisher,1939.91,atlantean
14,F,fisher,1246.22,arcadian
14,F,service provider,8602.00,arcadian
14,M,civil servant,7261.27,atlantean
14,M,retired,159.59,arcadian
14,F,homemaker,69.58,arcadian
14,M,craftsman,5021.08,atlantean
14,M,civil servant,5654.21,atlantean
14,F,craftsman,4571.78,atlantean
14,F,retired,1288.53,atlantean
14,F,unemployed,63.91,atlantean
14,F,craftsman,5947.01,atlantean
14,M,homemaker,119.96,arcadian
14,M,civil servant,8302.27,atlantean
14,M,homemaker,75.84,arcadian
14,M,farmer,1306.41,arcadian
14,F,fisher,3058.93,hyperborean
14,F,fisher,1289.26,hyperborean
14,X,homemaker,78.44,atlantean
14,M,homemaker,92.26,hyperborean
14,M,child,0.00,atlantean
14,M,fisher,2406.97,atlantean
14,F,craftsman,5862.79,hyperborean
14,M,craftsman,3309.86,hyperborean
14,M,craftsman,3013.08,arcadian
14,M,farmer,3097.82,arcadian
14,M,civil servant,7963.63,arcadian
14,M,farmer,2076.60,arcadian
14,M,homemaker,134.64,atlantean
14,M,retired,172.83,atlantean
14,F,unemployed,127.65,hyperborean
14,F,farmer,2759.61,arcadian
14,X,service provider,5640.14,hyperborean
14,F,farmer,2431.05,atlantean
14,X,craftsman,6024.75,hyperborean
14,F,retired,521.54,atlantean
14,F,retired,698.09,arcadian
14,M,farmer,948.72,arcadian
14,F,civil servant,3094.79,arcadian
14,M,fisher,1862.00,atlantean
14,M,fisher,3728.74,atlantean
14,M,farmer,2515.22,atlantean
14,M,civil servant,4155.99,atlantean
14,X,craftsman,2435.61,arcadian
14,M,fisher,3470.07,atlantean
14,F,homemaker,136.11,arcadian
14,M,farmer,2281.20,atlantean
14,F,service provider,6088.07,arcadian
14,X,civil servant,2647.65,hyperborean
14,F,child,0.00,hyperborean
14,F,farmer,2165.39,atlantean
14,M,homemaker,64.56,atlantean
14,M,homemaker,66.09,atlantean
14,X,farmer,967.39,arcadian
14,F,retired,1438.96,arcadian
14,F,craftsman,5716.36,atlantean
14,F,unemployed,141.34,hyperborean
14,F,farmer,1586.22,hyperborean
14,M,child,0.00,arcadian
14,X,service provider,8631.68,hyperborean
14,M,unemployed,96.93,arcadian
14,M,farmer,2674.01,arcadian
14,F,retired,513.08,arcadian
14,F,homemaker,81.92,hyperborean
14,M,fisher,2805.34,arcadian
14,M,craftsman,6050.17,atlantean
14,F,homemaker,98.15,atlantean
14,M,service provider,2494.13,arcadian
14,F,civil servant,4599.81,atlantean
14,F,craftsman,3784.31,atlantean
14,M,service provider,8000.50,atlantean
14,F,retired,186.96,arcadian
14,F,craftsman,3726.44,atlantean
14,F,homemaker,145.80,arcadian
14,M,homemaker,63.60,atlantean
14,M,retired,679.76,atlantean
14,M,craftsman,5428.89,hyperborean
14,F,service provider,5686.99,hyperborean
14,M,farmer,1716.57,arcadian
14,M,service provider,4639.21,arcadian
14,M,service provider,5232.25,arcadian
14,M,homemaker,99.08,hyperborean
14,X,unemployed,129.15,arcadian
14,M,civil servant,6732.49,hyperborean
14,M,farmer,2040.22,arcadian
14,M,civil servant,3574.21,atlantean
14,F,unemployed,75.53,arcadian
14,F,farmer,3192.29,atlantean
14,F,homemaker,122.91,atlantean
14,M,farmer,3089.16,atlantean
14,M,craftsman,2958.90,hyperborean
14,F,unemployed,105.03,atlantean
14,F,farmer,1973.71,arcadian
14,X,service provider,7855.07,atlantean
14,F,service provider,2703.46,atlantean
14,F,fisher,2909.76,arcadian
14,M,homemaker,71.37,arcadian
14,F,service provider,3352.85,atlantean
14,F,farmer,2367.32,arcadian
14,M,farmer,2494.47,atlantean
14,M,homemaker,94.06,arcadian
14,F,retired,829.21,arcadian
14,M,civil servant,5776.99,hyperborean
14,F,craftsman,2173.23,arcadian
14,F,retired,1399.69,atlantean
14,M,farmer,2237.59,atlantean
14,F,civil servant,7880.20,arcadian
14,M,fisher,2705.03,atlantean
14,F,homemaker,59.44,arcadian
14,F,retired,175.00,arcadian
14,M,craftsman,3150.04,hyperborean
14,M,fisher,2719.12,atlantean
14,M,farmer,1781.90,arcadian
14,F,service provider,6516.21,atlantean
14,F,retired,185.26,hyperborean
14,M,retired,571.88,arcadian
14,F,farmer,1598.56,arcadian
14,F,retired,165.24,arcadian
14,M,craftsman,4505.41,hyperborean
14,M,unemployed,105.53,arcadian
14,F,retired,1483.63,hyperborean
14,F,homemaker,61.19,hyperborean
14,F,homemaker,65.21,arcadian
14,F,civil servant,7287.01,hyperborean
14,M,craftsman,4911.38,arcadian
14,M,farmer,1153.94,arcadian
14,M,unemployed,105.60,arcadian
14,F,homemaker,69.93,arcadian
14,F,homemaker,109.28,arcadian
14,F,service provider,6797.16,arcadian
14,F,homemaker,92.77,atlantean
14,M,service provider,4398.89,atlantean
14,M,craftsman,2719.62,hyperborean
14,M,farmer,3026.09,arcadian
14,F,civil servant,6802.79,atlantean
14,F,farmer,1485.13,atlantean
14,M,civil servant,8452.95,atlantean
14,F,child,0.00,hyperborean
14,M,homemaker,149.69,atlantean
14,F,farmer,2862.84,hyperborean
14,F,retired,1498.71,hyperborean
14,X,fisher,2179.90,hyperborean
14,F,unemployed,138.53,atlantean
14,F,farmer,2192.84,atlantean
14,M,child,0.00,arcadian
14,F,fisher,2570.02,atlantean
14,F,civil servant,7098.32,hyperborean
14,M,fisher,2082.95,atlantean
14,F,homemaker,109.62,arcadian
14,M,homemaker,94.87,arcadian
14,F,fisher,3322.88,arcadian
14,F,fisher,2245.37,atlantean
14,M,farmer,2861.70,arcadian
14,F,homemaker,86.98,atlantean
14,M,farmer,2187.51,arcadian
14,F,service provider,4756.19,arcadian
14,M,farmer,2821.62,atlantean
14,M,farmer,2886.89,hyperborean
14,M,retired,184.66,arcadian
14,X,homemaker,77.53,hyperborean
14,M,homemaker,63.29,hyperborean
14,F,civil servant,8605.61,arcadian
14,M,civil servant,9071.70,atlantean
14,F,child,0.00,arcadian
14,F,craftsman,2036.39,hyperborean
14,M,farmer,2665.71,hyperborean
14,X,retired,790.95,hyperborean
14,X,fisher,3578.96,atlantean
14,M,fisher,2043.15,arcadian
14,M,craftsman,2151.76,hyperborean
14,M,farmer,2650.34,arcadian
14,M,craftsman,4569.93,hyperborean
14,F,homemaker,137.34,hyperborean
14,F,retired,503.05,atlantean
14,M,child,0.00,hyperborean
14,F,retired,709.05,atlantean
14,M,craftsman,3273.48,hyperborean
14,F,homemaker,78.87,atlantean
14,M,homemaker,84.00,arcadian
14,F,craftsman,5405.12,hyperborean
14,F,fisher,2692.74,atlantean
14,F,retired,1578.36,arcadian
14,F,fisher,1355.08,atlantean
14,F,craftsman,2123.73,atlantean
14,M,fisher,2571.58,arcadian
14,F,fisher,1683.38,atlantean
14,M,craftsman,2459.36,arcadian
14,F,fisher,2242.97,atlantean
14,F,unemployed,61.88,hyperborean
14,M,service provider,3651.01,hyperborean
14,M,child,0.00,arcadian
14,M,retired,161.94,hyperborean
14,M,retired,590.05,atlantean
14,M,fisher,3362.10,atlantean
14,M,homemaker,81.12,hyperborean
14,M,homemaker,91.47,arcadian
14,F,farmer,1841.96,atlantean
14,F,craftsman,5863.92,arcadian
14,F,farmer,2768.14,arcadian
14,F,craftsman,4263.44,atlantean
14,M,homemaker,64.57,atlantean
14,F,retired,763.13,atlantean
14,M,civil servant,3349.60,hyperborean
14,M,service provider,5302.58,arcadian
14,M,service provider,5354.16,arcadian
14,F,homemaker,70.98,arcadian
14,F,civil servant,6783.75,atlantean
14,M,fisher,2774.43,atlantean
14,M,service provider,4599.57,atlantean
14,F,civil servant,7744.86,hyperborean
14,F,fisher,1815.24,arcadian
14,M,service provider,6947.60,atlantean
14,M,civil servant,8071.17,hyperborean
14,F,fisher,3424.72,arcadian
14,F,child,0.00,atlantean
14,M,craftsman,5457.22,arcadian
14,F,homemaker,103.79,atlantean
14,F,homemaker,60.39,arcadian
14,M,retired,812.53,arcadian
14,M,service provider,7332.54,atlantean
14,M,unemployed,71.58,arcadian
14,M,craftsman,5713.42,arcadian
14,M,unemployed,131.63,atlantean
14,F,homemaker,137.34,hyperborean
14,M,craftsman,6306.00,atlantean
14,M,farmer,2934.57,arcadian
14,F,retired,174.34,arcadian
14,M,craftsman,5761.52,hyperborean
14,F,retired,1070.81,arcadian
14,F,unemployed,135.72,arcadian
14,M,fisher,1870.89,arcadian
14,F,service provider,5797.70,arcadian
14,M,service provider,6997.13,hyperborean
14,F,homemaker,145.87,atlantean
14,F,civil servant,2568.22,atlantean
14,M,farmer,1485.13,hyperborean
14,M,unemployed,156.01,atlantean
14,M,homemaker,84.55,arcadian
14,F,service provider,2923.73,arcadian
14,F,farmer,2445.18,hyperborean
14,M,fisher,2689.92,atlantean
14,M,retired,177.64,arcadian
14,F,craftsman,3304.04,hyperborean
14,F,retired,649.99,atlantean
14,X,craftsman,4601.65,hyperborean
14,F,retired,161.58,arcadian
14,F,unemployed,160.98,arcadian
14,F,unemployed,68.47,arcadian
14,F,homemaker,89.85,hyperborean
14,F,homemaker,90.14,hyperborean
14,F,retired,1346.72,atlantean
14,F,fisher,3444.13,atlantean
14,M,retired,175.81,hyperborean
14,M,service provider,4817.01,arcadian
14,F,retired,1327.57,hyperborean
14,F,child,0.00,arcadian
14,F,craftsman,4406.96,atlantean
14,F,homemaker,87.07,hyperborean
14,M,craftsman,6498.37,atlantean
14,M,farmer,2905.96,arcadian
14,M,farmer,2495.46,hyperborean
14,F,civil servant,2749.58,atlantean
14,M,homemaker,70.15,arcadian
14,M,child,0.00,hyperborean
14,F,retired,529.06,arcadian
14,F,farmer,2561.02,hyperborean
14,M,farmer,1429.60,hyperborean
14,F,fisher,1030.92,arcadian
14,M,retired,166.93,arcadian
14,M,retired,969.89,hyperborean
14,M,homemaker,61.86,arcadian
14,F,farmer,1903.33,hyperborean
14,F,service provider,3161.83,arcadian
14,F,homemaker,65.43,arcadian
14,F,homemaker,101.89,hyperborean
14,M,civil servant,2657.03,arcadian
14,M,civil servant,2932.52,atlantean
14,F,fisher,2373.77,arcadian
14,F,civil servant,7993.95,atlantean
14,F,farmer,3194.31,arcadian
14,F,farmer,1972.55,arcadian
14,F,farmer,3013.46,arcadian
14,F,unemployed,80.49,atlantean
14,M,craftsman,4398.40,hyperborean
14,M,farmer,1013.67,arcadian
14,M,craftsman,4597.45,hyperborean
14,M,homemaker,84.72,atlantean
14,F,child,0.00,hyperborean
14,M,farmer,1898.74,atlantean
14,M,homemaker,91.04,arcadian
14,M,retired,1350.55,hyperborean
14,M,child,0.00,atlantean
14,F,child,0.00,arcadian
14,M,child,0.00,atlantean
14,F,child,0.00,hyperborean
14,F,child,0.00,arcadian
14,M,child,0.00,arcadian
14,M,child,0.00,arcadian
14,F,child,0.00,hyperborean
14,X,child,0.00,hyperborean
14,F,child,0.00,arcadian
14,M,child,0.00,arcadian
14,M,child,0.00,atlantean
14,F,child,0.00,arcadian
14,M,child,0.00,arcadian
14,F,child,0.00,arcadian
14,F,child,0.00,atlantean
14,F,child,0.00,hyperborean
14,M,child,0.00,hyperborean
14,M,child,0.00,arcadian
14,M,child,0.00,hyperborean
14,F,child,0.00,arcadian
14,M,child,0.00,arcadian
14,F,child,0.00,arcadian
14,F,child,0.00,atlantean
14,F,child,0.00,atlantean
14,M,child,0.00,hyperborean
14,F,child,0.00,arcadian
14,F,child,0.00,arcadian
14,F,child,0.00,atlantean
14,F,child,0.00,atlantean
14,M,child,0.00,arcadian
14,F,child,0.00,arcadian
14,M,child,0.00,arcadian
14,F,child,0.00,hyperborean
14,F,child,0.00,arcadian
14,F,child,0.00,hyperborean
14,M,child,0.00,hyperborean
14,M,child,0.00,arcadian
14,F,child,0.00,arcadian
14,F,child,0.00,atlantean
14,F,child,0.00,atlantean
14,M,child,0.00,atlantean
14,M,child,0.00,atlantean
14,M,child,0.00,hyperborean
14,M,child,0.00,arcadian
14,F,child,0.00,atlantean
14,F,child,0.00,arcadian
14,F,child,0.00,atlantean
14,M,child,0.00,atlantean
14,M,child,0.00,atlantean
14,F,child,0.00,atlantean
14,X,child,0.00,hyperborean
14,F,child,0.00,hyperborean
14,M,child,0.00,arcadian
14,F,child,0.00,atlantean
14,F,child,0.00,arcadian
14,F,child,0.00,atlantean
14,F,child,0.00,atlantean
14,F,child,0.00,arcadian
14,M,child,0.00,atlantean
14,M,child,0.00,atlantean
14,X,child,0.00,arcadian
14,F,child,0.00,arcadian
14,X,child,0.00,hyperborean
15,F,civil servant,7783.11,atlantean
15,M,child,0.00,arcadian
15,M,unemployed,69.77,arcadian
15,M,farmer,2579.04,hyperborean
15,F,child,0.00,arcadian
15,F,civil servant,7940.76,arcadian
15,F,service provider,2981.73,atlantean
15,M,homemaker,86.63,atlantean
15,M,civil servant,2394.60,hyperborean
15,M,fisher,2637.12,arcadian
15,M,civil servant,3577.56,arcadian
15,F,fisher,2560.60,arcadian
15,M,homemaker,151.04,arcadian
15,M,farmer,1831.18,atlantean
15,F,craftsman,6853.42,hyperborean
15,M,civil servant,4172.26,atlantean
15,F,farmer,969.27,arcadian
15,F,child,0.00,atlantean
15,M,civil servant,6873.70,hyperborean
15,F,craftsman,3781.33,atlantean
15,M,craftsman,6161.05,hyperborean
15,M,retired,151.14,atlantean
15,F,service provider,7956.87,atlantean
15,M,service provider,8484.45,hyperborean
15,M,service provider,3631.10,hyperborean
15,F,child,0.00,atlantean
15,F,homemaker,84.34,atlantean
15,F,fisher,1692.56,atlantean
15,F,civil servant,7627.65,atlantean
15,F,farmer,2497.37,arcadian
15,X,service provider,4049.86,atlantean
15,M,fisher,4093.81,atlantean
15,F,homemaker,145.04,hyperborean
15,F,craftsman,2638.36,atlantean
15,F,craftsman,5858.67,atlantean
15,F,farmer,3107.49,atlantean
15,F,unemployed,90.89,atlantean
15,F,retired,1551.60,arcadian
15,M,homemaker,85.25,arcadian
15,M,child,0.00,arcadian
15,M,craftsman,3744.56,hyperborean
15,M,craftsman,6684.86,arcadian
15,M,farmer,1890.41,arcadian
15,F,civil servant,7513.87,hyperborean
15,M,service provider,2498.87,atlantean
15,M,craftsman,6556.69,hyperborean
15,M,farmer,2728.19,hyperborean
15,M,farmer,1066.54,arcadian
15,F,retired,155.87,arcadian
15,F,retired,1036.74,hyperborean
15,F,homemaker,110.93,atlantean
15,M,homemaker,92.23,arcadian
15,M,retired,835.88,arcadian
15,M,civil servant,5078.15,arcadian
15,X,homemaker,78.97,hyperborean
15,F,farmer,1981.37,atlantean
15,F,farmer,2364.25,atlantean
15,F,fisher,2673.39,arcadian
15,F,retired,170.93,atlantean
15,M,homemaker,90.95,arcadian
15,M,retired,204.13,arcadian
15,M,homemaker,123.13,atlantean
15,M,retired,294.91,hyperborean
15,M,civil servant,8158.69,arcadian
15,F,homemaker,78.17,arcadian
15,F,service provider,8908.31,arcadian
15,F,fisher,2245.98,arcadian
15,M,retired,1306.59,hyperborean
15,F,farmer,2414.35,arcadian
15,M,homemaker,84.50,hyperborean
15,M,fisher,3065.31,arcadian
15,M,service provider,8246.10,atlantean
15,F,service provider,4158.65,arcadian
15,M,retired,606.19,atlantean
15,F,retired,157.39,atlantean
15,F,farmer,1050.34,arcadian
15,M,retired,1212.16,arcadian
15,M,homemaker,64.20,atlantean
15,X,civil servant,5826.72,arcadian
15,F,fisher,3683.98,arcadian
15,M,farmer,1884.62,arcadian
15,M,child,0.00,atlantean
15,M,retired,164.79,hyperborean
15,F,fisher,1802.89,atlantean
15,F,homemaker,70.30,hyperborean
15,M,retired,149.76,atlantean
15,M,service provider,5106.61,atlantean
15,X,homemaker,128.84,hyperborean
15,F,civil servant,4293.38,arcadian
15,X,child,0.00,arcadian
15,M,unemployed,95.97,atlantean
15,F,fisher,3948.69,atlantean
15,F,civil servant,5992.05,arcadian
15,F,craftsman,6848.78,arcadian
15,M,civil servant,8185.14,hyperborean
15,F,craftsman,5874.14,hyperborean
15,M,homemaker,89.83,arcadian
15,M,retired,160.72,hyperborean
15,M,farmer,1101.74,arcadian
15,F,homemaker,64.74,arcadian
15,F,civil servant,8029.18,arcadian
15,M,fisher,2482.36,atlantean
15,F,unemployed,103.41,arcadian
15,M,craftsman,4963.97,atlantean
15,F,fisher,3110.62,atlantean
15,F,fisher,2887.88,hyperborean
15,M,farmer,3336.91,arcadian
15,F,farmer,1803.42,hyperborean
15,F,farmer,3079.87,arcadian
15,M,craftsman,3510.39,hyperborean
15,F,craftsman,3425.02,hyperborean
15,F,homemaker,86.54,hyperborean
15,F,civil servant,3719.81,hyperborean
15,F,farmer,1047.95,arcadian
15,M,farmer,2520.91,arcadian
15,M,homemaker,145.02,atlantean
15,M,service provider,3482.70,hyperborean
15,F,farmer,1412.66,hyperborean
15,F,farmer,2181.89,atlantean
