year,sex,profession,income,net_worth
17,F,homemaker,48.87,2549.53
17,F,civil servant,7059.30,55685.83
17,M,fisher,3014.78,27724.83
17,M,service provider,4656.81,36054.82
17,F,civil servant,8187.03,61372.90
17,F,fisher,1936.21,18452.87
17,M,service provider,7258.11,54677.10
17,M,civil servant,8742.25,63658.90
17,F,retired,910.99,31787.19
17,F,craftsman,2046.33,12183.75
17,M,craftsman,6014.29,46053.06
17,F,homemaker,64.63,2445.99
17,F,homemaker,34.91,1637.16
17,M,retired,872.06,28265.09
17,M,service provider,8037.74,58147.06
17,M,unemployed,42.82,1873.58
17,M,craftsman,6374.41,47374.47
17,M,unemployed,90.75,2982.17
17,F,homemaker,104.02,3243.20
17,M,craftsman,6738.29,52423.31
17,M,farmer,3124.25,25730.00
17,M,craftsman,6220.85,47332.40
17,F,retired,1074.30,33225.82
17,F,unemployed,98.96,3062.99
17,M,fisher,2132.36,19744.05
17,F,service provider,6166.60,46295.18
17,M,service provider,7669.25,56037.05
17,F,homemaker,112.92,3372.09
17,F,civil servant,2724.46,15099.53
17,M,farmer,1672.23,7680.18
17,M,retired,121.17,3534.74
17,M,homemaker,66.47,4328.75
17,F,service provider,3055.33,18930.60
17,F,farmer,2881.18,22896.08
17,M,fisher,3020.63,26522.55
17,M,retired,138.44,3828.89
17,F,craftsman,3289.67,26280.00
17,F,retired,653.99,22068.95
17,X,craftsman,5010.09,39413.16
17,F,retired,120.52,3472.61
17,F,unemployed,44.20,1863.22
17,F,homemaker,80.63,6273.21
17,F,homemaker,72.59,5284.33
17,F,retired,1343.65,43254.70
17,F,fisher,3609.02,32923.80
17,M,service provider,5396.28,40331.21
17,F,retired,1343.76,44989.02
17,F,child,0.00,10000.00
17,F,craftsman,4882.80,15476.33
17,F,homemaker,57.44,2242.49
17,M,craftsman,6880.02,50148.07
17,M,farmer,3412.04,26147.67
17,M,farmer,2950.83,23502.21
17,F,civil servant,2908.76,12952.75
17,M,homemaker,46.14,2548.88
17,M,fisher,1019.04,10195.62
17,F,farmer,2893.33,23282.81
17,M,farmer,1571.27,14249.30
17,F,fisher,1140.04,11112.96
17,M,retired,136.14,3825.63
17,M,retired,1006.53,29267.99
17,M,homemaker,39.02,1706.20
17,F,farmer,2212.51,19330.97
17,F,service provider,3485.22,20950.74
17,F,homemaker,37.70,1688.10
17,F,homemaker,69.99,2465.27
17,M,civil servant,3038.12,16426.62
17,M,civil servant,3149.16,19042.78
17,F,fisher,2657.26,23870.98
17,F,civil servant,8439.21,62973.71
17,F,retired,813.09,27110.05
17,F,farmer,2203.09,19688.94
17,F,retired,778.59,26566.87
17,F,unemployed,65.13,4776.19
17,M,craftsman,4414.39,35147.87
17,M,farmer,1177.65,11182.53
17,M,craftsman,5379.17,39025.04
17,M,homemaker,53.24,2090.41
17,F,homemaker,87.19,8932.29
17,M,farmer,2067.68,18502.57
17,M,homemaker,58.69,2208.08
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,X,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,M,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,M,child,0.00,10000.00
17,M,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,X,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,M,child,0.00,10000.00
17,X,child,0.00,10000.00
17,F,child,0.00,10000.00
17,X,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,M,child,0.00,10000.00
17,M,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
17,F,child,0.00,10000.00
18,F,civil servant,7960.13,63267.29
18,M,farmer,1023.13,10329.71
18,M,unemployed,40.58,1423.48
18,M,farmer,2932.33,24405.89
18,F,farmer,1030.59,10338.52
18,F,civil servant,7950.49,64205.16
18,F,service provider,3271.63,20438.40
18,M,homemaker,48.97,1705.15
18,M,civil servant,2645.18,13858.24
18,M,fisher,2905.57,22582.51
18,M,civil servant,4136.33,28174.89
18,F,fisher,2664.67,21187.59
18,M,retired,104.58,2959.05
18,M,farmer,2139.21,19266.35
18,F,retired,1576.20,52060.61
18,M,civil servant,4569.81,33842.64
18,F,farmer,1180.52,11157.33
18,F,fisher,1383.39,10554.76
18,M,civil servant,7139.47,57354.28
18,F,craftsman,4003.12,16204.20
18,M,craftsman,6450.15,52516.32
18,M,retired,106.92,3047.96
18,F,service provider,8053.20,65429.79
18,M,retired,1865.49,61843.76
18,M,service provider,3989.62,26956.37
18,F,fisher,1319.15,10515.20
18,F,homemaker,69.81,4694.77
18,F,fisher,1768.92,13316.87
18,F,civil servant,8460.42,66583.47
18,F,farmer,2859.86,24402.10
18,X,service provider,4078.49,30206.65
18,M,fisher,4559.95,33824.57
18,F,retired,109.10,3007.79
18,F,craftsman,2779.52,20385.80
18,F,craftsman,6489.38,49741.68
18,F,retired,769.07,26678.54
18,F,unemployed,74.52,5708.21
18,F,retired,1586.90,51273.31
18,M,homemaker,78.21,5693.28
18,M,fisher,1290.69,10501.18
18,M,craftsman,4132.87,32493.89
18,M,craftsman,6856.76,54453.71
18,M,farmer,2354.33,19533.13
18,F,civil servant,7638.32,26022.63
18,M,service provider,2800.11,15094.04
18,M,craftsman,6989.65,53473.06
18,M,farmer,3078.32,26092.54
18,M,farmer,1218.67,11458.14
18,F,retired,114.31,3072.42
18,F,homemaker,74.34,2290.70
18,M,homemaker,73.87,5692.07
18,M,retired,861.62,29996.39
18,M,civil servant,5429.95,41679.66
18,X,homemaker,45.42,1541.72
18,F,farmer,2139.10,19336.26
18,F,farmer,2746.74,22554.70
18,F,fisher,2878.83,21688.72
18,M,homemaker,80.38,6200.91
18,M,homemaker,80.02,2434.37
18,M,retired,260.77,7854.34
18,M,civil servant,8733.54,68639.05
18,F,homemaker,45.30,1622.72
18,F,retired,1885.26,67932.92
18,F,fisher,2417.04,19237.97
18,M,retired,1298.89,43210.20
18,F,farmer,2903.02,23706.56
18,M,homemaker,55.00,1780.26
18,M,fisher,3160.99,24978.84
18,M,retired,1892.48,67786.63
18,F,service provider,4726.36,36536.07
18,M,retired,590.28,19036.98
18,F,farmer,1157.90,11114.76
18,M,retired,1211.70,36769.55
18,M,homemaker,37.60,1913.01
18,X,civil servant,6353.76,50674.56
18,F,fisher,3953.23,30383.25
18,M,farmer,2288.11,19251.24
18,M,farmer,989.22,10338.45
18,M,retired,122.75,3403.33
18,F,fisher,2031.06,15047.34
18,F,homemaker,51.12,2859.43
18,M,retired,115.69,3139.57
18,M,service provider,5190.61,41609.08
18,X,homemaker,88.13,2699.05
18,F,civil servant,4416.12,36016.10
18,X,homemaker,92.36,9436.75
18,M,unemployed,80.53,6723.87
18,F,fisher,3918.73,15766.78
18,F,civil servant,6848.91,51857.72
18,F,retired,1401.94,49031.84
18,M,civil servant,8890.81,67424.48
18,F,craftsman,6761.93,51464.45
18,M,homemaker,50.97,1764.64
18,M,retired,111.57,3159.60
18,M,farmer,1233.93,11509.55
18,F,homemaker,45.08,2399.91
18,F,civil servant,8278.34,67358.64
18,M,fisher,2494.60,20304.84
18,F,unemployed,65.75,2148.74
18,M,craftsman,5079.15,41198.16
18,F,fisher,3340.89,11514.15
18,F,fisher,3126.96,24287.08
18,M,retired,764.09,27122.73
18,F,farmer,2154.40,18006.48
18,F,farmer,3530.35,28593.77
18,M,craftsman,3698.85,29747.13
18,F,craftsman,3730.32,28263.78
18,F,homemaker,75.28,5683.70
18,F,civil servant,3780.32,26572.56
18,F,farmer,1242.94,11819.31
18,M,farmer,2812.36,23451.76
18,M,retired,105.69,3036.26
18,M,service provider,3898.22,26684.19
18,F,farmer,1605.79,14708.79
18,F,farmer,2561.28,22145.30
18,F,retired,102.78,2830.40
18,M,homemaker,59.52,1966.44
18,F,fisher,2411.64,19622.71
18,F,farmer,1239.69,11510.12
18,M,homemaker,56.04,3347.85
18,F,farmer,1694.52,14713.68
18,M,homemaker,58.21,3730.24
18,F,homemaker,94.28,9438.67
18,F,civil servant,6807.43,55379.28
18,M,craftsman,3580.72,29575.62
18,F,fisher,3888.44,28627.72
18,M,farmer,3499.91,28384.27
18,F,unemployed,69.74,5180.24
18,M,service provider,6404.35,52205.30
18,F,unemployed,69.35,2183.94
18,M,fisher,3358.97,26083.57
18,M,civil servant,6327.14,48754.45
18,X,farmer,1518.87,13218.49
18,F,fisher,1408.54,11207.60
18,F,civil servant,6818.89,52353.95
18,M,service provider,5751.07,46475.01
18,M,service provider,2772.88,15134.25
18,F,homemaker,74.77,2340.02
18,M,craftsman,2104.26,12900.15
18,M,fisher,1806.43,13935.28
18,M,fisher,3857.74,29201.47
18,F,fisher,2528.77,20343.42
18,F,fisher,1621.61,12898.45
18,F,retired,1889.18,62329.67
18,M,civil servant,8116.47,61755.49
18,M,retired,110.80,3132.97
18,F,homemaker,45.74,2402.52
18,M,craftsman,5458.59,43590.49
18,M,civil servant,6473.69,50056.01
18,F,craftsman,4968.45,39369.76
18,F,retired,1476.02,43821.35
18,F,unemployed,27.68,1062.80
18,F,craftsman,6176.02,49864.78
18,M,homemaker,75.71,2320.38
18,M,retired,1928.36,64528.70
18,M,homemaker,48.75,2864.88
18,M,farmer,1655.53,14164.92
18,F,fisher,4169.96,32292.74
18,F,fisher,1894.57,14446.09
18,X,homemaker,62.18,3746.61
18,M,homemaker,79.98,7259.12
18,M,craftsman,1827.77,10586.08
18,M,fisher,3381.04,25134.75
18,F,craftsman,6170.94,48240.25
18,M,craftsman,3910.24,30639.55
18,M,craftsman,3474.46,26214.82
18,M,farmer,3473.43,28557.61
18,M,civil servant,8686.16,68995.95
18,M,farmer,2505.11,21574.85
18,M,homemaker,87.93,2670.49
18,M,retired,116.35,3184.65
18,F,unemployed,76.09,2337.98
18,F,farmer,3351.79,27158.81
18,X,service provider,5969.78,47806.03
18,F,farmer,2921.69,24102.26
18,X,craftsman,6460.12,52240.85
18,M,farmer,1159.99,10889.15
18,F,civil servant,3502.20,23680.52
18,M,fisher,2577.06,20097.47
18,M,retired,945.16,32203.20
18,M,farmer,2865.72,24449.37
18,M,civil servant,4731.29,37094.12
18,X,craftsman,2809.34,18092.41
18,M,fisher,4676.90,33799.64
18,F,homemaker,92.90,2666.63
18,M,farmer,2792.28,22824.84
18,F,service provider,6547.04,53375.19
18,X,civil servant,2958.85,16405.26
18,F,service provider,2664.42,12849.48
18,F,farmer,2338.81,20930.52
18,M,homemaker,30.58,1136.25
18,M,homemaker,32.09,1479.98
18,X,farmer,1145.78,10371.38
18,F,retired,1463.50,47046.39
18,F,craftsman,5868.42,47411.02
18,F,unemployed,86.61,2543.30
18,F,farmer,1846.55,16413.27
18,M,civil servant,2535.93,12791.26
18,X,retired,1842.36,62505.65
18,M,unemployed,48.41,1696.15
18,M,farmer,3258.40,26897.21
18,F,retired,480.06,14296.30
18,F,homemaker,59.94,3729.89
18,M,fisher,4149.14,29826.11
18,M,craftsman,6426.84,51499.95
18,F,homemaker,54.24,1766.99
18,M,service provider,3060.56,16478.82
18,F,civil servant,5361.33,41891.76
18,F,craftsman,4067.73,32988.15
18,M,service provider,8650.17,66981.48
18,F,craftsman,4114.20,33349.59
18,F,homemaker,89.99,2711.60
18,M,homemaker,27.25,1000.61
18,M,craftsman,5908.55,46033.23
18,F,service provider,6056.23,49011.51
18,M,farmer,1933.69,17545.16
18,M,service provider,5293.37,40787.86
18,M,service provider,5766.14,46410.50
18,M,homemaker,55.97,1888.44
18,X,unemployed,79.99,2524.27
18,M,civil servant,7468.75,56977.59
18,M,farmer,2365.11,20213.84
18,M,civil servant,3987.84,27037.39
18,F,unemployed,35.38,1295.65
18,F,retired,794.96,26457.24
18,F,homemaker,74.87,2362.24
18,M,retired,809.83,26234.95
18,M,craftsman,3283.73,23536.33
18,F,unemployed,62.46,2028.08
18,F,farmer,2377.73,20949.95
18,X,service provider,9116.56,69174.71
18,F,service provider,3362.70,18986.96
18,F,fisher,3898.95,30439.90
18,M,homemaker,40.33,1929.34
18,F,service provider,3483.44,23840.26
18,F,farmer,2778.64,23886.90
18,M,farmer,2982.97,23999.46
18,M,homemaker,76.90,6197.37
18,F,retired,808.06,24879.23
18,M,civil servant,6338.00,49488.95
18,F,craftsman,2569.50,16764.05
18,F,retired,1465.06,47024.45
18,M,farmer,2691.50,22516.61
18,F,civil servant,8687.57,70146.92
18,M,fisher,3613.62,27364.99
18,F,homemaker,25.47,958.44
18,F,retired,122.09,3294.22
18,M,craftsman,3395.96,26366.47
18,M,fisher,3753.79,28308.58
18,M,farmer,2233.81,19200.46
18,F,service provider,7204.00,54372.48
18,F,retired,142.23,3577.15
18,F,farmer,1922.00,16477.29
18,F,retired,113.98,3093.82
18,M,craftsman,4892.00,37925.70
18,M,unemployed,58.36,1920.41
18,F,homemaker,27.82,1044.05
18,F,homemaker,30.11,1087.64
18,F,civil servant,7861.75,60261.97
18,M,craftsman,5355.37,42285.96
18,M,farmer,1399.24,12642.35
18,M,unemployed,61.34,2012.49
18,F,homemaker,32.65,1244.03
18,F,homemaker,61.78,2026.92
18,F,service provider,7215.81,56305.29
18,F,homemaker,49.18,1659.53
18,M,service provider,5152.31,39914.28
18,M,craftsman,3029.24,22256.81
18,M,farmer,3520.01,28238.26
18,F,civil servant,7951.03,59730.45
18,F,farmer,1803.27,15364.83
18,M,retired,1716.96,59120.53
18,F,craftsman,2134.53,12183.36
18,F,farmer,3508.08,28228.52
18,X,fisher,2837.40,23088.18
18,F,unemployed,84.83,2596.78
18,F,farmer,2579.75,22349.99
18,M,fisher,1365.58,10819.59
18,F,fisher,3437.39,27210.21
18,F,civil servant,8033.99,59964.17
18,M,fisher,2998.88,13041.75
18,F,homemaker,57.05,1951.38
18,M,homemaker,47.37,1662.79
18,F,fisher,4642.71,34817.26
18,F,fisher,2915.88,23405.39
18,M,farmer,3377.74,27146.65
18,F,homemaker,61.79,4185.80
18,M,farmer,2606.61,21750.14
18,F,service provider,5559.78,41620.58
18,M,farmer,3617.38,28464.52
18,M,farmer,3431.92,27124.25
18,M,retired,134.75,3440.56
18,X,homemaker,38.24,1347.12
18,M,homemaker,30.74,1132.28
18,F,civil servant,9025.02,70867.74
18,F,farmer,1100.96,10444.27
18,F,craftsman,2336.80,13852.33
18,M,farmer,3354.88,26919.84
18,X,retired,929.03,32843.13
18,M,fisher,3012.17,11875.47
18,M,craftsman,2573.83,15772.35
18,M,farmer,3130.73,26643.04
18,M,craftsman,4913.91,38981.78
18,F,homemaker,94.81,2694.93
18,M,fisher,1322.69,10747.85
18,M,craftsman,3788.02,13057.37
18,F,homemaker,36.38,1333.90
18,M,homemaker,68.51,4692.34
18,F,craftsman,5429.83,45508.79
18,F,fisher,3952.95,28889.89
18,F,retired,1685.54,56441.22
18,F,fisher,2016.19,15032.33
18,F,craftsman,2478.07,14922.74
18,M,fisher,3700.26,12499.43
18,F,fisher,2358.81,17667.47
18,M,craftsman,2801.10,19044.31
18,F,fisher,3136.68,12021.29
18,F,unemployed,32.66,1463.18
18,M,service provider,4331.22,16867.29
18,M,civil servant,2238.20,10791.29
18,M,retired,616.08,18249.24
18,M,fisher,4573.59,33238.56
18,M,homemaker,60.69,4182.51
18,M,homemaker,46.12,1608.01
18,F,farmer,2070.43,18554.97
18,F,craftsman,6001.41,48513.35
18,F,farmer,3248.92,26576.74
18,F,craftsman,4679.89,38140.32
18,M,homemaker,33.76,1462.52
18,F,retired,747.51,24643.25
18,M,civil servant,3789.99,26458.24
18,M,service provider,5658.05,44981.67
18,M,service provider,5901.75,22854.23
18,F,homemaker,39.49,1933.41
18,F,civil servant,7712.58,59214.31
18,M,fisher,3928.68,29361.36
18,M,service provider,4869.20,38161.61
18,F,civil servant,8046.23,65068.20
18,F,fisher,2311.32,19280.72
18,M,service provider,7579.57,58139.07
18,M,civil servant,8422.35,67542.26
18,F,retired,978.92,31948.84
18,F,craftsman,2238.69,12975.29
18,M,craftsman,6479.75,48965.12
18,F,homemaker,53.76,1844.14
18,F,homemaker,26.93,1008.48
18,M,service provider,7687.49,61663.00
18,M,unemployed,35.56,1253.53
18,M,craftsman,6635.37,50364.35
18,M,unemployed,80.72,2407.28
18,F,homemaker,87.14,2674.73
18,M,craftsman,7397.39,55794.20
18,M,farmer,3189.86,26997.12
18,M,craftsman,6148.44,50078.81
18,F,retired,1083.04,33439.53
18,F,unemployed,79.35,2486.73
18,M,fisher,2573.75,20703.12
18,F,service provider,6027.16,48980.95
18,M,service provider,7336.70,59377.59
18,F,retired,101.54,2818.02
18,F,civil servant,2854.69,16199.07
18,M,farmer,1760.16,8232.45
18,M,retired,101.56,2980.69
18,M,homemaker,59.16,3732.30
18,F,service provider,3362.14,20283.87
18,F,farmer,2833.22,23984.88
18,M,fisher,3725.38,28057.43
18,M,retired,122.40,3295.68
18,F,craftsman,3695.81,27800.09
18,X,craftsman,5252.20,41711.45
18,F,retired,99.23,2916.23
18,F,unemployed,34.90,1242.51
18,F,homemaker,73.99,5691.59
18,F,homemaker,69.90,4698.62
18,F,retired,1360.63,43607.20
18,F,retired,973.85,33082.92
18,M,service provider,5456.57,42731.69
18,F,retired,1421.91,45372.17
18,F,fisher,1294.45,10319.42
18,F,craftsman,4934.55,17615.80
18,F,homemaker,47.70,1634.58
18,M,craftsman,6508.56,53074.54
18,M,farmer,3245.47,27442.60
18,M,farmer,3041.57,24695.19
18,F,civil servant,3051.07,14150.48
18,M,homemaker,37.80,1931.07
18,M,fisher,1332.89,10534.26
18,F,farmer,2899.82,24404.91
18,M,farmer,1651.08,14747.03
18,F,fisher,1523.56,11546.94
18,M,retired,1035.09,29457.73
18,M,homemaker,27.72,1078.31
18,F,farmer,2325.65,20165.98
18,F,service provider,3418.78,22332.33
18,F,homemaker,29.27,1061.76
18,F,homemaker,53.53,1863.19
18,M,civil servant,3205.25,17701.44
18,M,civil servant,3272.62,20351.29
18,F,fisher,3272.78,25179.56
18,F,civil servant,8275.39,66783.59
18,F,farmer,2390.67,20556.46
18,F,retired,776.66,26627.39
18,F,unemployed,62.67,4183.25
18,M,craftsman,4875.59,37257.85
18,M,farmer,1224.56,11467.00
18,M,craftsman,5237.07,41315.76
18,M,homemaker,41.26,1476.06
18,F,homemaker,89.56,8366.23
18,M,farmer,2184.19,19266.85
18,M,homemaker,48.36,1600.83
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,X,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,M,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,M,child,0.00,10000.00
18,M,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,X,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,M,child,0.00,10000.00
18,X,child,0.00,10000.00
18,F,child,0.00,10000.00
18,X,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
18,M,child,0.00,10000.00
18,F,child,0.00,10000.00
18,F,child,0.00,10000.00
19,F,civil servant,8035.10,66964.98
19,M,farmer,1099.52,10559.61
19,M,unemployed,29.28,813.04
19,M,farmer,2875.09,25523.58
19,F,farmer,1032.49,10534.90
19,F,civil servant,8831.75,68301.18
19,F,service provider,3632.85,21934.97
19,M,homemaker,37.12,1102.55
19,M,civil servant,2898.91,14987.84
19,M,fisher,2479.89,23502.60
19,M,civil servant,4143.61,29926.83
19,F,fisher,2150.74,21943.11
19,M,farmer,2355.42,20124.20
19,F,retired,1488.85,52485.18
19,M,civil servant,4486.35,35765.96
19,F,farmer,1204.08,11439.51
19,F,fisher,1044.45,10757.13
19,M,civil servant,7283.79,60676.32
19,F,craftsman,4136.91,17952.80
19,M,craftsman,7131.43,55762.18
19,M,retired,93.37,2501.61
19,F,service provider,8476.85,69348.36
19,M,retired,1907.39,62477.60
19,M,service provider,4104.71,28688.86
19,F,fisher,1133.64,10762.16
19,F,homemaker,63.28,4118.33
19,F,fisher,1502.00,13748.01
19,F,civil servant,8957.77,70742.50
19,F,farmer,3064.03,25614.26
19,X,service provider,4136.20,31954.89
19,M,fisher,3681.91,35345.67
19,F,retired,87.73,2455.80
19,F,craftsman,3097.46,21614.67
19,F,craftsman,6757.26,52800.46
19,F,retired,814.73,26766.05
19,F,unemployed,70.27,5138.76
19,F,retired,1569.42,51738.16
19,M,homemaker,70.54,5124.10
19,M,fisher,1114.73,10738.69
19,M,craftsman,4206.09,34277.08
19,M,craftsman,6963.26,57615.49
19,M,farmer,2348.26,20387.41
19,F,retired,774.87,26090.21
19,M,service provider,2911.27,16229.81
19,M,craftsman,7020.73,56663.57
19,M,farmer,3340.16,27442.77
19,M,farmer,1304.47,11790.51
19,F,retired,98.24,2530.94
19,F,homemaker,60.47,1711.45
19,M,homemaker,68.05,5120.40
19,M,retired,894.36,30123.71
19,M,civil servant,5444.45,44082.03
19,X,homemaker,31.73,933.73
19,F,farmer,2304.88,20168.84
19,F,farmer,2717.23,23593.46
19,F,fisher,2237.03,22487.38
19,M,homemaker,73.44,5634.63
19,M,homemaker,67.52,1862.17
19,M,civil servant,9033.68,72836.03
19,F,homemaker,33.46,1016.46
19,F,retired,2065.77,68645.95
19,F,fisher,1979.49,19907.86
19,F,farmer,2751.95,24762.68
19,M,homemaker,41.72,1182.26
19,M,fisher,2748.06,26033.01
19,F,service provider,4809.22,38620.83
19,M,retired,622.15,19019.41
19,F,farmer,1238.69,11414.25
19,M,retired,1226.26,37062.83
19,M,homemaker,31.06,1304.35
19,X,civil servant,6540.94,53625.18
19,F,fisher,3310.85,31718.82
19,M,farmer,2298.67,20080.72
19,M,farmer,1060.89,10549.03
19,M,retired,111.17,2874.78
19,F,fisher,1602.26,15528.61
19,F,homemaker,42.66,2262.37
19,M,retired,98.07,2597.92
19,M,service provider,5404.49,43991.47
19,X,homemaker,79.33,2138.66
19,F,civil servant,4993.97,38193.23
19,X,homemaker,89.23,8886.26
19,M,unemployed,76.78,6160.93
19,F,retired,465.23,15592.29
19,F,civil servant,6588.44,54832.08
19,F,retired,1548.97,49486.47
19,M,civil servant,9015.71,71612.48
19,F,craftsman,6553.10,54421.14
19,M,homemaker,41.16,1166.08
19,M,retired,97.91,2617.79
19,M,farmer,1232.55,11805.96
19,F,homemaker,36.11,1796.30
19,F,civil servant,8595.23,71336.40
19,M,fisher,2104.43,21037.20
19,F,unemployed,53.37,1562.39
19,M,craftsman,5560.85,43658.73
19,F,fisher,2714.14,12551.36
19,F,fisher,2535.07,25234.76
19,M,retired,793.14,27199.45
19,F,farmer,2164.90,18769.07
19,F,farmer,3582.59,30065.21
19,M,craftsman,3704.52,31279.53
19,F,craftsman,3652.61,29770.23
19,F,homemaker,67.10,5111.08
19,F,civil servant,3948.65,28227.03
19,F,farmer,1358.75,12178.83
19,M,farmer,2887.50,24575.65
19,M,retired,87.67,2484.21
19,M,service provider,4116.72,28422.69
19,F,farmer,1663.97,15220.92
19,F,farmer,2566.37,23108.63
19,F,retired,85.17,2275.85
19,M,homemaker,47.61,1374.33
19,F,fisher,2029.69,20317.70
19,F,farmer,1261.75,11821.13
19,M,homemaker,50.95,2759.08
19,F,farmer,1739.21,15263.42
19,M,homemaker,51.27,3141.79
19,F,homemaker,91.86,8890.81
19,F,civil servant,7540.99,58829.92
19,M,craftsman,3913.63,31212.58
19,F,fisher,3135.49,29875.61
19,M,farmer,3546.55,29837.69
19,F,unemployed,63.65,4604.17
19,M,service provider,6748.04,55259.46
19,F,unemployed,53.03,1597.25
19,M,fisher,2931.40,27229.42
19,M,civil servant,6463.41,51666.30
19,X,farmer,1603.20,13700.23
19,F,fisher,1176.10,11475.79
19,F,civil servant,7166.77,55617.48
19,M,service provider,5818.70,49064.50
19,M,service provider,3076.43,16352.61
19,F,homemaker,63.43,1763.73
19,M,craftsman,2260.83,13710.70
19,M,fisher,1438.12,14334.48
19,M,fisher,3341.03,30552.13
